K = 300, alpha = 0.5, beta= 0.5, runtime = 3.0700744
[369] (sup=3928.850, per=113.000, score=0.519)
[197] (sup=1048.330, per=435.000, score=0.503)
[914] (sup=975.160, per=362.000, score=0.503)
[193] (sup=1004.270, per=394.000, score=0.503)
[621] (sup=1036.280, per=428.000, score=0.503)
[898] (sup=957.190, per=349.000, score=0.503)
[53] (sup=992.890, per=385.000, score=0.503)
[842] (sup=961.440, per=360.000, score=0.503)
[333] (sup=927.370, per=333.000, score=0.503)
[707] (sup=960.430, per=368.000, score=0.503)
[441] (sup=957.750, per=375.000, score=0.503)
[91] (sup=940.080, per=370.000, score=0.503)
[659] (sup=926.470, per=365.000, score=0.503)
[211] (sup=999.960, per=443.000, score=0.503)
[215] (sup=937.060, per=385.000, score=0.503)
[936] (sup=881.530, per=332.000, score=0.503)
[775] (sup=1041.680, per=494.000, score=0.503)
[854] (sup=916.800, per=384.000, score=0.503)
[228] (sup=892.400, per=373.000, score=0.503)
[428] (sup=922.950, per=405.000, score=0.503)
[56] (sup=990.950, per=481.000, score=0.503)
[101] (sup=885.540, per=376.000, score=0.503)
[764] (sup=940.810, per=442.000, score=0.502)
[747] (sup=1001.600, per=505.000, score=0.502)
[911] (sup=849.770, per=355.000, score=0.502)
[374] (sup=995.920, per=511.000, score=0.502)
[46] (sup=894.760, per=413.000, score=0.502)
[739] (sup=1054.620, per=579.000, score=0.502)
[985] (sup=858.910, per=384.000, score=0.502)
[36] (sup=993.200, per=523.000, score=0.502)
[18] (sup=869.830, per=401.000, score=0.502)
[291] (sup=919.500, per=454.000, score=0.502)
[801] (sup=964.080, per=500.000, score=0.502)
[968] (sup=851.340, per=390.000, score=0.502)
[674] (sup=842.570, per=382.000, score=0.502)
[606] (sup=831.750, per=375.000, score=0.502)
[888] (sup=837.480, per=383.000, score=0.502)
[111] (sup=900.010, per=460.000, score=0.502)
[933] (sup=891.390, per=453.000, score=0.502)
[983] (sup=799.460, per=371.000, score=0.502)
[705] (sup=901.110, per=476.000, score=0.502)
[404] (sup=851.730, per=435.000, score=0.502)
[815] (sup=851.010, per=435.000, score=0.502)
[976] (sup=898.130, per=484.000, score=0.502)
[116] (sup=881.660, per=470.000, score=0.502)
[924] (sup=863.590, per=464.000, score=0.502)
[578] (sup=852.020, per=453.000, score=0.502)
[806] (sup=916.000, per=520.000, score=0.502)
[352] (sup=810.250, per=416.000, score=0.502)
[44] (sup=872.840, per=487.000, score=0.502)
[770] (sup=846.310, per=469.000, score=0.502)
[32] (sup=832.240, per=458.000, score=0.502)
[535] (sup=759.510, per=390.000, score=0.502)
[581] (sup=832.500, per=466.000, score=0.502)
[640] (sup=796.920, per=431.000, score=0.502)
[86] (sup=787.150, per=433.000, score=0.502)
[766] (sup=860.910, per=514.000, score=0.502)
[130] (sup=771.930, per=427.000, score=0.502)
[169] (sup=771.400, per=430.000, score=0.502)
[573] (sup=789.150, per=450.000, score=0.502)
[737] (sup=721.280, per=383.000, score=0.502)
[487] (sup=764.700, per=427.000, score=0.502)
[69] (sup=808.060, per=475.000, score=0.502)
[736] (sup=848.490, per=520.000, score=0.502)
[327] (sup=749.990, per=422.000, score=0.502)
[517] (sup=773.320, per=453.000, score=0.502)
[813] (sup=758.290, per=461.000, score=0.501)
[386] (sup=829.610, per=534.000, score=0.501)
[953] (sup=789.560, per=494.000, score=0.501)
[624] (sup=928.180, per=640.000, score=0.501)
[406] (sup=770.220, per=486.000, score=0.501)
[847] (sup=726.350, per=443.000, score=0.501)
[885] (sup=854.690, per=572.000, score=0.501)
[449] (sup=681.230, per=404.000, score=0.501)
[425] (sup=729.600, per=454.000, score=0.501)
[131] (sup=857.120, per=586.000, score=0.501)
[462] (sup=739.460, per=472.000, score=0.501)
[595] (sup=747.150, per=483.000, score=0.501)
[951] (sup=737.450, per=474.000, score=0.501)
[199] (sup=735.300, per=474.000, score=0.501)
[144] (sup=714.500, per=460.000, score=0.501)
[186] (sup=771.050, per=518.000, score=0.501)
[741] (sup=798.690, per=552.000, score=0.501)
[631] (sup=742.180, per=496.000, score=0.501)
[835] (sup=668.160, per=426.000, score=0.501)
[612] (sup=742.900, per=501.000, score=0.501)
[996] (sup=765.090, per=526.000, score=0.501)
[52] (sup=783.790, per=545.000, score=0.501)
[2] (sup=749.900, per=513.000, score=0.501)
[241] (sup=696.240, per=461.000, score=0.501)
[98] (sup=735.100, per=501.000, score=0.501)
[816] (sup=666.500, per=441.000, score=0.501)
[619] (sup=676.280, per=451.000, score=0.501)
[276] (sup=833.520, per=609.000, score=0.501)
[821] (sup=750.900, per=529.000, score=0.501)
[858] (sup=787.740, per=566.000, score=0.501)
[26] (sup=686.130, per=472.000, score=0.501)
[34] (sup=741.730, per=530.000, score=0.501)
[982] (sup=770.250, per=561.000, score=0.501)
[470] (sup=750.950, per=546.000, score=0.501)
[688] (sup=863.270, per=660.000, score=0.501)
[965] (sup=745.910, per=543.000, score=0.501)
[295] (sup=718.860, per=517.000, score=0.501)
[344] (sup=784.450, per=583.000, score=0.501)
[891] (sup=722.290, per=523.000, score=0.501)
[687] (sup=753.230, per=557.000, score=0.501)
[497] (sup=702.930, per=507.000, score=0.501)
[708] (sup=679.420, per=484.000, score=0.501)
[679] (sup=644.160, per=451.000, score=0.501)
[642] (sup=744.960, per=563.000, score=0.501)
[11] (sup=691.880, per=518.000, score=0.501)
[260] (sup=747.060, per=575.000, score=0.501)
[310] (sup=647.200, per=478.000, score=0.501)
[235] (sup=709.220, per=541.000, score=0.501)
[522] (sup=806.700, per=642.000, score=0.501)
[311] (sup=710.590, per=547.000, score=0.501)
[163] (sup=749.390, per=589.000, score=0.501)
[266] (sup=663.270, per=503.000, score=0.501)
[964] (sup=660.250, per=502.000, score=0.501)
[584] (sup=704.810, per=549.000, score=0.501)
[750] (sup=650.680, per=507.000, score=0.501)
[148] (sup=696.670, per=554.000, score=0.501)
[514] (sup=664.870, per=523.000, score=0.501)
[5] (sup=687.450, per=550.000, score=0.501)
[29] (sup=724.690, per=593.000, score=0.501)
[59] (sup=656.010, per=532.000, score=0.501)
[868] (sup=769.430, per=646.000, score=0.501)
[820] (sup=630.000, per=508.000, score=0.501)
[990] (sup=651.300, per=540.000, score=0.501)
[528] (sup=607.950, per=497.000, score=0.501)
[105] (sup=563.140, per=454.000, score=0.501)
[336] (sup=661.440, per=554.000, score=0.501)
[666] (sup=633.640, per=535.000, score=0.500)
[198] (sup=617.910, per=525.000, score=0.500)
[541] (sup=655.280, per=571.000, score=0.500)
[320] (sup=680.080, per=598.000, score=0.500)
[793] (sup=673.700, per=595.000, score=0.500)
[349] (sup=626.110, per=550.000, score=0.500)
[950] (sup=708.270, per=642.000, score=0.500)
[155] (sup=721.270, per=657.000, score=0.500)
[575] (sup=666.500, per=603.000, score=0.500)
[592] (sup=615.610, per=554.000, score=0.500)
[208] (sup=597.740, per=537.000, score=0.500)
[209] (sup=743.400, per=685.000, score=0.500)
[719] (sup=618.170, per=563.000, score=0.500)
[516] (sup=594.630, per=543.000, score=0.500)
[900] (sup=627.610, per=584.000, score=0.500)
[579] (sup=641.470, per=598.000, score=0.500)
[182] (sup=623.340, per=580.000, score=0.500)
[844] (sup=618.150, per=578.000, score=0.500)
[601] (sup=601.410, per=562.000, score=0.500)
