[4439] (sup=24402.450, per=3.000, score=0.648)
[126] (sup=4674.520, per=63.000, score=0.366)
[292] (sup=4553.760, per=61.000, score=0.365)
[161] (sup=4460.440, per=128.000, score=0.363)
[60] (sup=4303.110, per=57.000, score=0.361)
[7026] (sup=3707.480, per=79.000, score=0.352)
[75] (sup=3798.290, per=399.000, score=0.352)
[73] (sup=4151.440, per=1224.000, score=0.352)
[77] (sup=3729.260, per=430.000, score=0.351)
[59] (sup=3541.160, per=85.000, score=0.350)
[7046] (sup=3478.540, per=79.000, score=0.349)
[57] (sup=3483.880, per=122.000, score=0.349)
[58] (sup=3446.440, per=141.000, score=0.348)
[61] (sup=3405.850, per=82.000, score=0.348)
[74] (sup=3377.180, per=212.000, score=0.347)
[4412] (sup=3314.610, per=90.000, score=0.347)
[124] (sup=3234.530, per=78.000, score=0.346)
[4816] (sup=3196.360, per=100.000, score=0.345)
[4505] (sup=2859.240, per=123.000, score=0.340)
[321] (sup=2863.210, per=205.000, score=0.340)
[7086] (sup=2861.050, per=351.000, score=0.339)
[295] (sup=2565.170, per=237.000, score=0.335)
[4493] (sup=2528.070, per=154.000, score=0.335)
[4507] (sup=2452.320, per=109.000, score=0.334)
[4815] (sup=2332.680, per=101.000, score=0.333)
[286] (sup=2130.880, per=169.000, score=0.329)
[7076] (sup=2032.590, per=131.000, score=0.328)
[349] (sup=2059.550, per=195.000, score=0.328)
[62] (sup=2072.320, per=261.000, score=0.328)
[4952] (sup=2004.180, per=177.000, score=0.328)
[159] (sup=1919.230, per=163.000, score=0.326)
[3403] (sup=1960.910, per=269.000, score=0.326)
[69] (sup=1893.980, per=163.000, score=0.326)
[1298] (sup=1895.340, per=217.000, score=0.326)
[63] (sup=1995.200, per=497.000, score=0.325)
[3402] (sup=1869.400, per=237.000, score=0.325)
[2299] (sup=1862.580, per=237.000, score=0.325)
[258] (sup=1805.330, per=193.000, score=0.325)
[1349] (sup=1734.860, per=159.000, score=0.324)
[1321] (sup=1701.620, per=168.000, score=0.323)
[285] (sup=1693.580, per=160.000, score=0.323)
[4849] (sup=1673.220, per=194.000, score=0.323)
[7075] (sup=1658.530, per=165.000, score=0.323)
[4817] (sup=1615.400, per=135.000, score=0.322)
[166] (sup=1624.200, per=170.000, score=0.322)
[125] (sup=1647.290, per=255.000, score=0.322)
[1331] (sup=1667.180, per=314.000, score=0.322)
[206] (sup=1603.340, per=186.000, score=0.322)
[4844] (sup=1538.880, per=190.000, score=0.321)
[4854] (sup=1541.220, per=214.000, score=0.321)
[4508] (sup=1545.550, per=244.000, score=0.321)
[4948] (sup=1507.990, per=196.000, score=0.320)
[4496] (sup=1527.620, per=296.000, score=0.320)
[90] (sup=1529.100, per=312.000, score=0.320)
[4506] (sup=1418.960, per=158.000, score=0.319)
[7057] (sup=1432.850, per=191.000, score=0.319)
[86] (sup=1464.480, per=299.000, score=0.319)
[2420] (sup=1536.830, per=760.000, score=0.317)
[4864] (sup=1331.310, per=400.000, score=0.317)
[64] (sup=1397.330, per=562.000, score=0.317)
[4432] (sup=1223.290, per=190.000, score=0.316)
[4406] (sup=1188.640, per=353.000, score=0.315)
[277] (sup=1135.540, per=237.000, score=0.315)
[281] (sup=1132.360, per=237.000, score=0.315)
[4419] (sup=1101.800, per=190.000, score=0.315)
[4801] (sup=1095.050, per=218.000, score=0.314)
[4839] (sup=1120.030, per=293.000, score=0.314)
[6863] (sup=1132.910, per=327.000, score=0.314)
[241] (sup=1075.610, per=287.000, score=0.314)
[87] (sup=1213.990, per=612.000, score=0.314)
[381] (sup=1166.340, per=558.000, score=0.313)
[4951] (sup=1016.560, per=234.000, score=0.313)
[158] (sup=1160.180, per=576.000, score=0.313)
[68] (sup=1141.970, per=576.000, score=0.313)
[7106] (sup=1105.660, per=599.000, score=0.312)
[5014] (sup=948.110, per=251.000, score=0.312)
[6973] (sup=917.470, per=284.000, score=0.311)
[6861] (sup=922.290, per=312.000, score=0.311)
[282] (sup=915.690, per=311.000, score=0.311)
[4438] (sup=1034.610, per=611.000, score=0.311)
[4814] (sup=889.930, per=290.000, score=0.311)
[289] (sup=871.350, per=248.000, score=0.311)
[6859] (sup=874.730, per=271.000, score=0.311)
[165] (sup=830.610, per=210.000, score=0.311)
[288] (sup=850.010, per=272.000, score=0.310)
[7116] (sup=821.480, per=246.000, score=0.310)
[5595] (sup=817.790, per=245.000, score=0.310)
[4443] (sup=817.720, per=247.000, score=0.310)
[1238] (sup=884.310, per=419.000, score=0.310)
[4445] (sup=793.540, per=219.000, score=0.310)
[6862] (sup=900.220, per=473.000, score=0.310)
[6860] (sup=893.090, per=492.000, score=0.310)
[388] (sup=862.970, per=430.000, score=0.310)
[4444] (sup=799.000, per=282.000, score=0.310)
[4953] (sup=760.310, per=247.000, score=0.309)
[123] (sup=948.720, per=692.000, score=0.309)
[4509] (sup=768.270, per=276.000, score=0.309)
[293] (sup=749.340, per=252.000, score=0.309)
[154] (sup=860.110, per=526.000, score=0.309)
[4578] (sup=755.790, per=292.000, score=0.309)
[265] (sup=855.200, per=526.000, score=0.309)
[280] (sup=790.390, per=410.000, score=0.309)
[4425] (sup=872.750, per=611.000, score=0.309)
[6920] (sup=691.660, per=231.000, score=0.308)
[7074] (sup=719.810, per=299.000, score=0.308)
[287] (sup=740.120, per=379.000, score=0.308)
[4502] (sup=722.770, per=346.000, score=0.308)
[4950] (sup=676.510, per=284.000, score=0.308)
[5796] (sup=744.090, per=449.000, score=0.308)
[153] (sup=710.550, per=388.000, score=0.308)
[167] (sup=686.060, per=339.000, score=0.308)
[2419] (sup=1058.380, per=1209.000, score=0.308)
[4939] (sup=695.650, per=372.000, score=0.308)
[264] (sup=693.640, per=388.000, score=0.308)
[296] (sup=729.480, per=478.000, score=0.307)
[4499] (sup=763.410, per=566.000, score=0.307)
[4521] (sup=667.000, per=357.000, score=0.307)
[325] (sup=711.850, per=477.000, score=0.307)
[7035] (sup=676.160, per=396.000, score=0.307)
[78] (sup=830.500, per=767.000, score=0.307)
[4434] (sup=664.300, per=394.000, score=0.307)
[6943] (sup=639.300, per=351.000, score=0.307)
[6953] (sup=617.860, per=310.000, score=0.307)
[2308] (sup=717.370, per=552.000, score=0.307)
[290] (sup=626.520, per=390.000, score=0.307)
[7025] (sup=648.780, per=466.000, score=0.306)
[6968] (sup=601.330, per=377.000, score=0.306)
[4030] (sup=728.240, per=680.000, score=0.306)
[7045] (sup=620.520, per=443.000, score=0.306)
[294] (sup=602.520, per=405.000, score=0.306)
[1325] (sup=578.430, per=366.000, score=0.306)
[1219] (sup=681.540, per=631.000, score=0.306)
[4818] (sup=536.010, per=298.000, score=0.306)
[7107] (sup=626.000, per=539.000, score=0.306)
[4945] (sup=578.830, per=446.000, score=0.306)
[5969] (sup=574.250, per=466.000, score=0.305)
[190] (sup=777.650, per=955.000, score=0.305)
[387] (sup=551.650, per=452.000, score=0.305)
[4436] (sup=587.620, per=536.000, score=0.305)
[6910] (sup=536.420, per=422.000, score=0.305)
[386] (sup=561.490, per=493.000, score=0.305)
[7096] (sup=589.820, per=577.000, score=0.305)
[4428] (sup=638.180, per=698.000, score=0.305)
[4588] (sup=500.080, per=398.000, score=0.305)
[350] (sup=567.690, per=589.000, score=0.305)
[4859] (sup=587.730, per=639.000, score=0.304)
[320] (sup=522.890, per=516.000, score=0.304)
[6918] (sup=470.410, per=402.000, score=0.304)
[227] (sup=442.700, per=366.000, score=0.304)
[6983] (sup=469.490, per=435.000, score=0.304)
[197] (sup=568.360, per=670.000, score=0.304)
[216] (sup=521.010, per=570.000, score=0.304)
[1381] (sup=506.440, per=558.000, score=0.304)
[4949] (sup=418.520, per=371.000, score=0.304)
[4879] (sup=513.070, per=594.000, score=0.304)
[7077] (sup=710.220, per=1067.000, score=0.304)
[6260] (sup=409.750, per=388.000, score=0.303)
[2415] (sup=947.680, per=1659.000, score=0.303)
[283] (sup=418.690, per=433.000, score=0.303)
[5785] (sup=483.400, per=590.000, score=0.303)
[1388] (sup=470.810, per=564.000, score=0.303)
[1320] (sup=415.920, per=442.000, score=0.303)
[509] (sup=630.300, per=955.000, score=0.303)
[4797] (sup=454.880, per=546.000, score=0.303)
[284] (sup=411.110, per=447.000, score=0.303)
[4548] (sup=406.480, per=438.000, score=0.303)
[4796] (sup=471.180, per=593.000, score=0.303)
[98] (sup=483.150, per=632.000, score=0.303)
[4] (sup=466.640, per=604.000, score=0.303)
[79] (sup=732.620, per=1231.000, score=0.303)
[65] (sup=539.710, per=820.000, score=0.303)
[4430] (sup=432.560, per=583.000, score=0.303)
[4573] (sup=422.040, per=585.000, score=0.302)
[2403] (sup=652.030, per=1124.000, score=0.302)
[4413] (sup=330.890, per=382.000, score=0.302)
[6223] (sup=417.260, per=591.000, score=0.302)
[5555] (sup=402.120, per=558.000, score=0.302)
[2405] (sup=583.010, per=1013.000, score=0.302)
[7115] (sup=345.510, per=465.000, score=0.302)
[4558] (sup=357.310, per=497.000, score=0.302)
[217] (sup=371.030, per=536.000, score=0.302)
[230] (sup=479.380, per=794.000, score=0.302)
[11] (sup=417.150, per=656.000, score=0.302)
[2219] (sup=420.840, per=683.000, score=0.302)
[6864] (sup=369.240, per=570.000, score=0.302)
[4423] (sup=380.990, per=604.000, score=0.302)
[6958] (sup=337.180, per=527.000, score=0.302)
[10] (sup=412.000, per=726.000, score=0.301)
[6948] (sup=280.460, per=444.000, score=0.301)
[4422] (sup=367.790, per=648.000, score=0.301)
[6400] (sup=296.140, per=488.000, score=0.301)
[56] (sup=329.490, per=566.000, score=0.301)
[238] (sup=337.820, per=603.000, score=0.301)
[248] (sup=404.330, per=765.000, score=0.301)
[4416] (sup=432.930, per=853.000, score=0.301)
[70] (sup=336.400, per=634.000, score=0.301)
[1387] (sup=336.370, per=636.000, score=0.301)
[6906] (sup=306.130, per=569.000, score=0.301)
[6190] (sup=335.750, per=640.000, score=0.301)
[160] (sup=328.950, per=634.000, score=0.301)
[4510] (sup=347.380, per=696.000, score=0.301)
[4442] (sup=275.650, per=538.000, score=0.301)
[6882] (sup=308.560, per=628.000, score=0.301)
[4560] (sup=242.330, per=489.000, score=0.300)
[4576] (sup=299.180, per=632.000, score=0.300)
[142] (sup=327.120, per=698.000, score=0.300)
[263] (sup=319.350, per=698.000, score=0.300)
[4823] (sup=297.830, per=648.000, score=0.300)
[3401] (sup=498.630, per=1121.000, score=0.300)
[4407] (sup=438.390, per=1005.000, score=0.300)
[219] (sup=271.330, per=624.000, score=0.300)
[157] (sup=336.630, per=783.000, score=0.300)
[2400] (sup=476.170, per=1121.000, score=0.300)
[2412] (sup=781.800, per=1851.000, score=0.300)
[4520] (sup=240.250, per=588.000, score=0.300)
[6751] (sup=323.990, per=784.000, score=0.300)
[4936] (sup=237.370, per=588.000, score=0.300)
[6896] (sup=235.010, per=590.000, score=0.300)
[226] (sup=281.700, per=719.000, score=0.300)
[100] (sup=389.510, per=974.000, score=0.300)
[6890] (sup=263.990, per=693.000, score=0.300)
[19] (sup=674.240, per=1662.000, score=0.299)
[2407] (sup=510.120, per=1280.000, score=0.299)
[229] (sup=265.340, per=713.000, score=0.299)
[208] (sup=272.190, per=736.000, score=0.299)
[319] (sup=261.320, per=712.000, score=0.299)
[276] (sup=246.500, per=710.000, score=0.299)
[6284] (sup=282.780, per=812.000, score=0.299)
[441] (sup=284.990, per=820.000, score=0.299)
[6955] (sup=210.830, per=648.000, score=0.299)
[6221] (sup=234.320, per=734.000, score=0.299)
[4819] (sup=244.340, per=794.000, score=0.299)
[6900] (sup=272.390, per=868.000, score=0.299)
[4824] (sup=280.680, per=891.000, score=0.299)
[7087] (sup=290.790, per=920.000, score=0.299)
[5666] (sup=290.040, per=924.000, score=0.298)
[231] (sup=234.780, per=809.000, score=0.298)
[220] (sup=226.900, per=804.000, score=0.298)
[275] (sup=226.290, per=803.000, score=0.298)
[6103] (sup=321.580, per=1038.000, score=0.298)
[6383] (sup=273.170, per=931.000, score=0.298)
[7056] (sup=147.030, per=658.000, score=0.298)
[1295] (sup=251.560, per=916.000, score=0.298)
[4563] (sup=205.840, per=811.000, score=0.298)
[4813] (sup=207.050, per=820.000, score=0.298)
[182] (sup=366.520, per=1197.000, score=0.298)
[4447] (sup=180.290, per=763.000, score=0.298)
[1386] (sup=210.650, per=840.000, score=0.298)
[54] (sup=584.040, per=1714.000, score=0.298)
[297] (sup=264.460, per=972.000, score=0.298)
[5786] (sup=196.560, per=815.000, score=0.298)
[2343] (sup=371.300, per=1225.000, score=0.298)
[5804] (sup=345.870, per=1175.000, score=0.298)
[7] (sup=266.870, per=997.000, score=0.298)
[6886] (sup=176.400, per=789.000, score=0.298)
[4894] (sup=314.810, per=1119.000, score=0.298)
[4874] (sup=315.470, per=1123.000, score=0.298)
[6894] (sup=177.690, per=803.000, score=0.298)
[6394] (sup=213.440, per=901.000, score=0.298)
[8] (sup=236.030, per=962.000, score=0.297)
[1223] (sup=276.060, per=1066.000, score=0.297)
[2404] (sup=507.150, per=1613.000, score=0.297)
[4935] (sup=188.230, per=872.000, score=0.297)
[6971] (sup=240.600, per=995.000, score=0.297)
[55] (sup=502.650, per=1609.000, score=0.297)
[255] (sup=248.510, per=1023.000, score=0.297)
[242] (sup=221.070, per=959.000, score=0.297)
[6042] (sup=202.500, per=919.000, score=0.297)
[5864] (sup=186.500, per=896.000, score=0.297)
[6878] (sup=156.060, per=827.000, score=0.297)
[5654] (sup=200.440, per=943.000, score=0.297)
[4825] (sup=191.570, per=945.000, score=0.297)
[5855] (sup=195.790, per=967.000, score=0.297)
[396] (sup=162.410, per=903.000, score=0.297)
[1350] (sup=207.170, per=1027.000, score=0.297)
[240] (sup=202.060, per=1042.000, score=0.297)
[9] (sup=175.510, per=984.000, score=0.296)
[271] (sup=255.360, per=1175.000, score=0.296)
[4408] (sup=299.880, per=1294.000, score=0.296)
[4511] (sup=162.450, per=976.000, score=0.296)
[6938] (sup=162.400, per=976.000, score=0.296)
[6874] (sup=145.140, per=939.000, score=0.296)
[5794] (sup=160.730, per=976.000, score=0.296)
[4012] (sup=201.210, per=1092.000, score=0.296)
[4822] (sup=179.460, per=1050.000, score=0.296)
[2406] (sup=432.220, per=1644.000, score=0.296)
[236] (sup=359.670, per=1497.000, score=0.296)
[246] (sup=192.950, per=1114.000, score=0.296)
[4820] (sup=150.040, per=1016.000, score=0.296)
[6965] (sup=120.830, per=970.000, score=0.296)
[272] (sup=170.720, per=1098.000, score=0.296)
[5665] (sup=236.320, per=1256.000, score=0.296)
[5364] (sup=186.400, per=1143.000, score=0.296)
[5545] (sup=179.000, per=1144.000, score=0.296)
[5764] (sup=159.740, per=1100.000, score=0.296)
[6914] (sup=142.560, per=1060.000, score=0.296)
[6915] (sup=170.080, per=1128.000, score=0.296)
[6947] (sup=159.260, per=1104.000, score=0.296)
[6382] (sup=221.420, per=1259.000, score=0.295)
[7038] (sup=208.250, per=1230.000, score=0.295)
[6916] (sup=130.890, per=1062.000, score=0.295)
[6880] (sup=151.290, per=1113.000, score=0.295)
[188] (sup=187.610, per=1198.000, score=0.295)
[13] (sup=223.260, per=1284.000, score=0.295)
[4572] (sup=128.070, per=1063.000, score=0.295)
[4543] (sup=131.090, per=1082.000, score=0.295)
[4802] (sup=178.780, per=1210.000, score=0.295)
[5970] (sup=172.180, per=1198.000, score=0.295)
[2409] (sup=291.310, per=1478.000, score=0.295)
[4553] (sup=154.970, per=1177.000, score=0.295)
[6895] (sup=114.240, per=1082.000, score=0.295)
[4552] (sup=153.340, per=1175.000, score=0.295)
[6326] (sup=173.180, per=1223.000, score=0.295)
[7028] (sup=175.290, per=1230.000, score=0.295)
[95] (sup=189.570, per=1274.000, score=0.295)
[6939] (sup=131.700, per=1160.000, score=0.295)
[6816] (sup=145.570, per=1197.000, score=0.295)
[4846] (sup=156.470, per=1228.000, score=0.295)
[4869] (sup=290.990, per=1544.000, score=0.295)
[6902] (sup=152.740, per=1222.000, score=0.295)
[249] (sup=140.200, per=1194.000, score=0.295)
[4841] (sup=141.220, per=1210.000, score=0.295)
[239] (sup=249.140, per=1464.000, score=0.295)
[5504] (sup=154.990, per=1254.000, score=0.295)
[6732] (sup=118.860, per=1176.000, score=0.295)
[6933] (sup=161.600, per=1277.000, score=0.295)
[1441] (sup=204.350, per=1383.000, score=0.294)
[5795] (sup=139.930, per=1251.000, score=0.294)
[218] (sup=136.990, per=1245.000, score=0.294)
[4417] (sup=129.440, per=1228.000, score=0.294)
[7085] (sup=106.790, per=1192.000, score=0.294)
[4446] (sup=148.340, per=1309.000, score=0.294)
[5716] (sup=143.990, per=1305.000, score=0.294)
[6433] (sup=119.730, per=1252.000, score=0.294)
[1396] (sup=159.650, per=1347.000, score=0.294)
[6921] (sup=168.120, per=1395.000, score=0.294)
[6824] (sup=118.670, per=1297.000, score=0.294)
[4974] (sup=104.600, per=1279.000, score=0.294)
[5834] (sup=94.780, per=1262.000, score=0.294)
[2416] (sup=383.300, per=1942.000, score=0.294)
[4826] (sup=134.950, per=1364.000, score=0.294)
[6959] (sup=98.440, per=1287.000, score=0.294)
[6132] (sup=79.690, per=1244.000, score=0.294)
[6836] (sup=161.030, per=1438.000, score=0.294)
[5816] (sup=112.740, per=1329.000, score=0.293)
[196] (sup=148.170, per=1416.000, score=0.293)
[7105] (sup=157.270, per=1439.000, score=0.293)
[6514] (sup=199.570, per=1538.000, score=0.293)
[273] (sup=153.610, per=1441.000, score=0.293)
[6978] (sup=175.790, per=1502.000, score=0.293)
[4538] (sup=132.720, per=1402.000, score=0.293)
[5825] (sup=103.960, per=1335.000, score=0.293)
[7117] (sup=97.180, per=1329.000, score=0.293)
[6336] (sup=84.610, per=1311.000, score=0.293)
[1319] (sup=159.500, per=1494.000, score=0.293)
[2418] (sup=333.730, per=1901.000, score=0.293)
[6898] (sup=108.580, per=1379.000, score=0.293)
[4837] (sup=171.380, per=1540.000, score=0.293)
[6872] (sup=98.940, per=1374.000, score=0.293)
[6391] (sup=121.110, per=1439.000, score=0.293)
[5766] (sup=152.210, per=1514.000, score=0.293)
[2350] (sup=163.630, per=1542.000, score=0.293)
[99] (sup=213.710, per=1675.000, score=0.293)
[6931] (sup=88.170, per=1385.000, score=0.293)
[6266] (sup=131.920, per=1514.000, score=0.293)
[7095] (sup=116.800, per=1480.000, score=0.293)
[5726] (sup=88.990, per=1418.000, score=0.293)
[2408] (sup=355.110, per=2043.000, score=0.293)
[6905] (sup=86.960, per=1428.000, score=0.293)
[268] (sup=146.620, per=1568.000, score=0.293)
[4598] (sup=93.460, per=1444.000, score=0.293)
[6876] (sup=106.240, per=1474.000, score=0.293)
[6935] (sup=111.440, per=1509.000, score=0.292)
[6993] (sup=87.430, per=1467.000, score=0.292)
[66] (sup=98.980, per=1495.000, score=0.292)
[205] (sup=129.710, per=1577.000, score=0.292)
[5695] (sup=148.880, per=1623.000, score=0.292)
[390] (sup=121.820, per=1572.000, score=0.292)
[4566] (sup=79.840, per=1478.000, score=0.292)
[6575] (sup=128.630, per=1599.000, score=0.292)
[2304] (sup=173.220, per=1706.000, score=0.292)
[6405] (sup=92.460, per=1523.000, score=0.292)
[5395] (sup=112.170, per=1569.000, score=0.292)
[4933] (sup=82.680, per=1517.000, score=0.292)
[6912] (sup=102.980, per=1568.000, score=0.292)
[4944] (sup=83.230, per=1523.000, score=0.292)
[5676] (sup=109.900, per=1588.000, score=0.292)
[5375] (sup=105.630, per=1595.000, score=0.292)
[2410] (sup=320.370, per=2099.000, score=0.292)
