[1012] (sup=11.050, per=403.000, score=0.093)
[1261] (sup=8.400, per=759.000, score=0.084)
[439] (sup=4.250, per=722.000, score=0.084)
[962] (sup=7.130, per=749.000, score=0.083)
[95] (sup=5.210, per=732.000, score=0.083)
[316] (sup=6.650, per=745.000, score=0.083)
[813] (sup=10.240, per=778.000, score=0.083)
[173] (sup=7.830, per=757.000, score=0.083)
[520] (sup=8.460, per=763.000, score=0.083)
[270] (sup=6.350, per=745.000, score=0.083)
[1372] (sup=9.110, per=771.000, score=0.083)
[154] (sup=7.190, per=754.000, score=0.083)
[179] (sup=10.740, per=786.000, score=0.083)
[502] (sup=9.010, per=771.000, score=0.083)
[125] (sup=6.650, per=750.000, score=0.083)
[1359] (sup=7.800, per=761.000, score=0.083)
[728] (sup=9.210, per=774.000, score=0.083)
[361] (sup=7.400, per=758.000, score=0.083)
[442] (sup=6.800, per=753.000, score=0.083)
[1517] (sup=5.890, per=745.000, score=0.083)
[937] (sup=7.330, per=758.000, score=0.083)
[268] (sup=3.770, per=726.000, score=0.083)
[602] (sup=9.980, per=782.000, score=0.083)
[1227] (sup=4.020, per=729.000, score=0.083)
[930] (sup=4.310, per=732.000, score=0.083)
[50] (sup=6.120, per=749.000, score=0.083)
[1120] (sup=6.730, per=755.000, score=0.083)
[530] (sup=6.150, per=750.000, score=0.083)
[1380] (sup=9.970, per=785.000, score=0.083)
[1110] (sup=9.600, per=782.000, score=0.083)
[1468] (sup=7.870, per=767.000, score=0.083)
[225] (sup=9.530, per=782.000, score=0.083)
[410] (sup=8.140, per=770.000, score=0.083)
[1546] (sup=5.110, per=743.000, score=0.083)
[855] (sup=4.550, per=738.000, score=0.083)
[911] (sup=6.430, per=755.000, score=0.083)
[934] (sup=7.770, per=769.000, score=0.083)
[953] (sup=4.350, per=739.000, score=0.083)
[519] (sup=7.460, per=767.000, score=0.083)
[1119] (sup=6.880, per=762.000, score=0.083)
[624] (sup=8.210, per=774.000, score=0.083)
[141] (sup=3.070, per=728.000, score=0.083)
[1357] (sup=6.560, per=760.000, score=0.083)
[493] (sup=6.840, per=763.000, score=0.083)
[303] (sup=6.760, per=764.000, score=0.083)
[823] (sup=7.700, per=773.000, score=0.083)
[1015] (sup=5.550, per=754.000, score=0.083)
[470] (sup=8.550, per=781.000, score=0.083)
[1101] (sup=5.190, per=751.000, score=0.083)
[117] (sup=5.610, per=755.000, score=0.083)
[1073] (sup=7.040, per=768.000, score=0.083)
[377] (sup=5.150, per=751.000, score=0.083)
[63] (sup=6.670, per=765.000, score=0.083)
[906] (sup=6.980, per=768.000, score=0.083)
[1149] (sup=5.860, per=758.000, score=0.083)
[17] (sup=6.180, per=761.000, score=0.083)
[1184] (sup=5.180, per=753.000, score=0.083)
[845] (sup=3.450, per=738.000, score=0.083)
[708] (sup=5.380, per=756.000, score=0.083)
[725] (sup=7.820, per=779.000, score=0.083)
[896] (sup=8.040, per=781.000, score=0.083)
[97] (sup=5.250, per=756.000, score=0.083)
[1246] (sup=7.600, per=778.000, score=0.083)
[589] (sup=6.790, per=771.000, score=0.083)
[566] (sup=6.120, per=765.000, score=0.083)
[1493] (sup=6.070, per=765.000, score=0.083)
[863] (sup=6.300, per=768.000, score=0.083)
[1522] (sup=8.410, per=787.000, score=0.083)
[1316] (sup=6.510, per=772.000, score=0.083)
[741] (sup=3.490, per=745.000, score=0.083)
[659] (sup=7.710, per=783.000, score=0.083)
[876] (sup=5.680, per=765.000, score=0.083)
[1328] (sup=7.990, per=786.000, score=0.083)
[418] (sup=6.640, per=774.000, score=0.083)
[868] (sup=7.470, per=782.000, score=0.083)
[1070] (sup=8.080, per=788.000, score=0.083)
[1077] (sup=5.840, per=768.000, score=0.083)
[1093] (sup=7.820, per=786.000, score=0.083)
[44] (sup=5.210, per=763.000, score=0.083)
[572] (sup=6.840, per=778.000, score=0.083)
[1311] (sup=6.610, per=777.000, score=0.083)
[677] (sup=4.340, per=757.000, score=0.083)
[932] (sup=7.880, per=789.000, score=0.083)
[1375] (sup=5.970, per=772.000, score=0.083)
[236] (sup=9.520, per=804.000, score=0.083)
[1039] (sup=7.380, per=785.000, score=0.083)
[312] (sup=5.670, per=770.000, score=0.083)
[881] (sup=7.410, per=787.000, score=0.083)
[744] (sup=6.460, per=779.000, score=0.083)
[197] (sup=5.100, per=767.000, score=0.083)
[1478] (sup=7.420, per=788.000, score=0.083)
[1103] (sup=7.500, per=789.000, score=0.083)
[811] (sup=7.910, per=793.000, score=0.083)
[1049] (sup=6.090, per=777.000, score=0.083)
[883] (sup=8.200, per=797.000, score=0.083)
[713] (sup=6.510, per=782.000, score=0.083)
[260] (sup=10.450, per=818.000, score=0.083)
[730] (sup=9.090, per=806.000, score=0.083)
[568] (sup=7.800, per=795.000, score=0.083)
[1332] (sup=6.990, per=788.000, score=0.083)
[650] (sup=9.300, per=809.000, score=0.083)
[168] (sup=4.870, per=770.000, score=0.082)
[1091] (sup=4.640, per=768.000, score=0.082)
[753] (sup=9.100, per=810.000, score=0.082)
[580] (sup=7.320, per=794.000, score=0.082)
[575] (sup=8.350, per=804.000, score=0.082)
[1122] (sup=6.830, per=791.000, score=0.082)
[266] (sup=6.890, per=793.000, score=0.082)
[1002] (sup=7.770, per=801.000, score=0.082)
[853] (sup=4.260, per=770.000, score=0.082)
[1438] (sup=6.930, per=795.000, score=0.082)
[678] (sup=5.250, per=780.000, score=0.082)
[1504] (sup=5.130, per=779.000, score=0.082)
[1099] (sup=8.000, per=805.000, score=0.082)
[745] (sup=5.090, per=779.000, score=0.082)
[555] (sup=7.420, per=800.000, score=0.082)
[1229] (sup=7.230, per=800.000, score=0.082)
[819] (sup=6.090, per=790.000, score=0.082)
[1111] (sup=4.910, per=781.000, score=0.082)
[958] (sup=7.450, per=804.000, score=0.082)
[202] (sup=5.560, per=787.000, score=0.082)
[651] (sup=6.410, per=795.000, score=0.082)
[1292] (sup=12.500, per=850.000, score=0.082)
[872] (sup=3.260, per=767.000, score=0.082)
[563] (sup=5.290, per=786.000, score=0.082)
[1223] (sup=5.480, per=788.000, score=0.082)
[1253] (sup=7.080, per=803.000, score=0.082)
[319] (sup=2.620, per=763.000, score=0.082)
[780] (sup=6.830, per=801.000, score=0.082)
[1555] (sup=7.230, per=805.000, score=0.082)
[139] (sup=5.240, per=789.000, score=0.082)
[137] (sup=6.790, per=803.000, score=0.082)
[531] (sup=4.670, per=784.000, score=0.082)
[176] (sup=4.370, per=782.000, score=0.082)
[136] (sup=6.110, per=798.000, score=0.082)
[31] (sup=6.420, per=801.000, score=0.082)
[1423] (sup=8.520, per=820.000, score=0.082)
[647] (sup=4.700, per=786.000, score=0.082)
[1050] (sup=6.380, per=802.000, score=0.082)
[1233] (sup=4.810, per=788.000, score=0.082)
[449] (sup=6.140, per=800.000, score=0.082)
[512] (sup=6.060, per=801.000, score=0.082)
[701] (sup=8.480, per=824.000, score=0.082)
[49] (sup=9.980, per=838.000, score=0.082)
[486] (sup=6.850, per=813.000, score=0.082)
[972] (sup=5.830, per=804.000, score=0.082)
[1034] (sup=5.050, per=797.000, score=0.082)
[1258] (sup=3.930, per=787.000, score=0.082)
[221] (sup=4.570, per=793.000, score=0.082)
[888] (sup=9.850, per=841.000, score=0.082)
[8] (sup=5.910, per=806.000, score=0.082)
[1322] (sup=4.620, per=795.000, score=0.082)
[100] (sup=8.280, per=828.000, score=0.082)
[251] (sup=5.320, per=802.000, score=0.082)
[485] (sup=5.620, per=805.000, score=0.082)
[167] (sup=6.690, per=815.000, score=0.082)
[940] (sup=6.000, per=809.000, score=0.082)
[108] (sup=6.880, per=817.000, score=0.082)
[246] (sup=10.080, per=846.000, score=0.082)
[518] (sup=6.270, per=812.000, score=0.082)
[1047] (sup=4.850, per=800.000, score=0.082)
[40] (sup=5.810, per=809.000, score=0.082)
[736] (sup=6.350, per=814.000, score=0.082)
[640] (sup=6.970, per=820.000, score=0.082)
[482] (sup=4.680, per=800.000, score=0.082)
[1281] (sup=10.400, per=852.000, score=0.082)
[209] (sup=6.520, per=818.000, score=0.082)
[489] (sup=7.430, per=827.000, score=0.082)
[871] (sup=3.990, per=797.000, score=0.082)
[1005] (sup=4.760, per=804.000, score=0.082)
[547] (sup=7.250, per=827.000, score=0.082)
[1485] (sup=6.370, per=821.000, score=0.082)
[478] (sup=6.870, per=826.000, score=0.082)
[180] (sup=5.450, per=815.000, score=0.082)
[534] (sup=6.230, per=823.000, score=0.081)
[1267] (sup=7.080, per=831.000, score=0.081)
[1502] (sup=6.730, per=828.000, score=0.081)
[181] (sup=5.330, per=816.000, score=0.081)
[43] (sup=5.780, per=821.000, score=0.081)
[1195] (sup=5.340, per=818.000, score=0.081)
[887] (sup=6.000, per=824.000, score=0.081)
[1312] (sup=5.750, per=822.000, score=0.081)
[1285] (sup=7.080, per=834.000, score=0.081)
[921] (sup=7.300, per=836.000, score=0.081)
[615] (sup=8.350, per=846.000, score=0.081)
[1241] (sup=5.060, per=817.000, score=0.081)
[1014] (sup=4.320, per=811.000, score=0.081)
[1363] (sup=6.370, per=831.000, score=0.081)
[422] (sup=8.000, per=846.000, score=0.081)
[1353] (sup=5.970, per=828.000, score=0.081)
[415] (sup=6.180, per=830.000, score=0.081)
[1019] (sup=5.720, per=826.000, score=0.081)
[548] (sup=6.340, per=832.000, score=0.081)
[1130] (sup=8.090, per=848.000, score=0.081)
[487] (sup=7.620, per=844.000, score=0.081)
[1024] (sup=3.530, per=808.000, score=0.081)
[1454] (sup=4.730, per=821.000, score=0.081)
[188] (sup=4.530, per=820.000, score=0.081)
[583] (sup=5.830, per=832.000, score=0.081)
[1083] (sup=5.150, per=826.000, score=0.081)
[592] (sup=6.260, per=836.000, score=0.081)
[1121] (sup=8.310, per=855.000, score=0.081)
[36] (sup=3.940, per=816.000, score=0.081)
[1410] (sup=5.570, per=831.000, score=0.081)
[961] (sup=4.860, per=825.000, score=0.081)
[559] (sup=6.080, per=836.000, score=0.081)
[944] (sup=7.880, per=853.000, score=0.081)
[1336] (sup=7.730, per=852.000, score=0.081)
[570] (sup=6.110, per=838.000, score=0.081)
[1494] (sup=5.060, per=829.000, score=0.081)
[483] (sup=5.040, per=829.000, score=0.081)
[1169] (sup=2.480, per=806.000, score=0.081)
[625] (sup=9.700, per=871.000, score=0.081)
[768] (sup=3.910, per=819.000, score=0.081)
[207] (sup=6.440, per=842.000, score=0.081)
[1181] (sup=3.870, per=819.000, score=0.081)
[554] (sup=5.290, per=833.000, score=0.081)
[834] (sup=7.620, per=855.000, score=0.081)
[756] (sup=11.350, per=891.000, score=0.081)
[1361] (sup=8.210, per=865.000, score=0.081)
[1310] (sup=5.500, per=841.000, score=0.081)
[73] (sup=5.210, per=839.000, score=0.081)
[132] (sup=6.970, per=855.000, score=0.081)
[94] (sup=7.570, per=863.000, score=0.081)
[1216] (sup=5.740, per=847.000, score=0.081)
[69] (sup=6.980, per=859.000, score=0.081)
[400] (sup=6.320, per=855.000, score=0.081)
[798] (sup=7.530, per=866.000, score=0.081)
[295] (sup=5.160, per=845.000, score=0.081)
[1173] (sup=4.530, per=840.000, score=0.081)
[1190] (sup=5.800, per=852.000, score=0.081)
[169] (sup=4.730, per=844.000, score=0.081)
[664] (sup=3.280, per=831.000, score=0.081)
[479] (sup=5.590, per=852.000, score=0.081)
[289] (sup=4.750, per=845.000, score=0.081)
[1416] (sup=7.820, per=873.000, score=0.081)
[1463] (sup=8.230, per=877.000, score=0.081)
[974] (sup=5.360, per=852.000, score=0.081)
[1440] (sup=4.210, per=842.000, score=0.081)
[508] (sup=7.090, per=868.000, score=0.081)
[373] (sup=8.970, per=885.000, score=0.081)
[1136] (sup=7.010, per=868.000, score=0.081)
[560] (sup=7.490, per=874.000, score=0.081)
[787] (sup=5.040, per=852.000, score=0.081)
[956] (sup=4.240, per=845.000, score=0.081)
[495] (sup=8.510, per=884.000, score=0.081)
[529] (sup=8.510, per=884.000, score=0.081)
[241] (sup=5.550, per=858.000, score=0.081)
[1406] (sup=6.930, per=872.000, score=0.080)
[1174] (sup=5.470, per=859.000, score=0.080)
[595] (sup=6.580, per=869.000, score=0.080)
[895] (sup=7.440, per=877.000, score=0.080)
[1213] (sup=6.880, per=872.000, score=0.080)
[721] (sup=7.970, per=882.000, score=0.080)
[384] (sup=5.050, per=856.000, score=0.080)
[1436] (sup=7.480, per=878.000, score=0.080)
[1074] (sup=9.330, per=895.000, score=0.080)
[1549] (sup=5.720, per=863.000, score=0.080)
[1387] (sup=6.700, per=872.000, score=0.080)
[1412] (sup=7.250, per=878.000, score=0.080)
[703] (sup=8.990, per=894.000, score=0.080)
[513] (sup=4.870, per=857.000, score=0.080)
[897] (sup=8.420, per=889.000, score=0.080)
[965] (sup=5.190, per=860.000, score=0.080)
[986] (sup=5.100, per=860.000, score=0.080)
[1113] (sup=6.210, per=870.000, score=0.080)
[412] (sup=4.870, per=858.000, score=0.080)
[929] (sup=4.240, per=853.000, score=0.080)
[891] (sup=7.270, per=881.000, score=0.080)
[1025] (sup=5.090, per=862.000, score=0.080)
[34] (sup=5.060, per=863.000, score=0.080)
[786] (sup=5.280, per=865.000, score=0.080)
[1309] (sup=5.770, per=870.000, score=0.080)
[667] (sup=6.840, per=881.000, score=0.080)
[192] (sup=6.390, per=877.000, score=0.080)
[1556] (sup=8.790, per=899.000, score=0.080)
[1388] (sup=4.670, per=862.000, score=0.080)
[894] (sup=6.880, per=883.000, score=0.080)
[208] (sup=3.820, per=856.000, score=0.080)
[1520] (sup=7.190, per=887.000, score=0.080)
[769] (sup=6.960, per=885.000, score=0.080)
[66] (sup=5.180, per=869.000, score=0.080)
[1080] (sup=6.060, per=877.000, score=0.080)
[709] (sup=5.950, per=877.000, score=0.080)
[635] (sup=6.460, per=883.000, score=0.080)
[669] (sup=3.970, per=861.000, score=0.080)
[1301] (sup=5.890, per=879.000, score=0.080)
[1156] (sup=6.860, per=888.000, score=0.080)
[267] (sup=8.630, per=904.000, score=0.080)
[935] (sup=4.810, per=870.000, score=0.080)
[1060] (sup=3.990, per=864.000, score=0.080)
[452] (sup=6.380, per=886.000, score=0.080)
[1134] (sup=5.710, per=880.000, score=0.080)
[679] (sup=4.460, per=869.000, score=0.080)
[1342] (sup=7.190, per=894.000, score=0.080)
[739] (sup=6.780, per=892.000, score=0.080)
[1177] (sup=9.530, per=918.000, score=0.080)
[1288] (sup=6.300, per=889.000, score=0.080)
[1068] (sup=7.940, per=904.000, score=0.080)
[345] (sup=5.710, per=885.000, score=0.080)
[191] (sup=5.260, per=881.000, score=0.080)
[12] (sup=6.730, per=895.000, score=0.080)
[718] (sup=7.810, per=905.000, score=0.080)
[204] (sup=5.920, per=888.000, score=0.080)
[856] (sup=6.390, per=893.000, score=0.080)
[492] (sup=8.240, per=910.000, score=0.080)
[1459] (sup=9.280, per=920.000, score=0.080)
[1222] (sup=6.720, per=897.000, score=0.080)
[1280] (sup=5.700, per=889.000, score=0.080)
[385] (sup=7.960, per=910.000, score=0.080)
[809] (sup=4.730, per=881.000, score=0.080)
[1376] (sup=8.580, per=916.000, score=0.080)
[1538] (sup=7.680, per=908.000, score=0.080)
[1424] (sup=3.970, per=875.000, score=0.080)
[85] (sup=6.040, per=894.000, score=0.080)
[369] (sup=7.920, per=911.000, score=0.080)
[336] (sup=6.130, per=895.000, score=0.080)
[722] (sup=5.510, per=891.000, score=0.080)
[569] (sup=5.080, per=888.000, score=0.080)
[976] (sup=6.550, per=902.000, score=0.080)
[1451] (sup=9.510, per=930.000, score=0.080)
