[40] (sup=25316.280, per=15.000, score=0.643)
[4128] (sup=91.970, per=2223.000, score=0.488)
[818] (sup=185.270, per=2320.000, score=0.488)
[389] (sup=126.450, per=2262.000, score=0.488)
[81] (sup=229.980, per=2367.000, score=0.488)
[1380] (sup=145.680, per=2284.000, score=0.488)
[2065] (sup=94.850, per=2243.000, score=0.488)
[1965] (sup=108.340, per=2257.000, score=0.488)
[3152] (sup=132.170, per=2281.000, score=0.488)
[385] (sup=218.620, per=2370.000, score=0.488)
[270] (sup=345.820, per=2499.000, score=0.488)
[3452] (sup=121.370, per=2277.000, score=0.488)
[1617] (sup=125.640, per=2288.000, score=0.488)
[3503] (sup=190.610, per=2354.000, score=0.488)
[1806] (sup=88.670, per=2254.000, score=0.488)
[4106] (sup=107.350, per=2278.000, score=0.488)
[1995] (sup=115.950, per=2295.000, score=0.488)
[414] (sup=920.530, per=3113.000, score=0.488)
[137] (sup=229.420, per=2425.000, score=0.488)
[1144] (sup=135.340, per=2337.000, score=0.488)
[273] (sup=321.200, per=2531.000, score=0.487)
[351] (sup=118.850, per=2335.000, score=0.487)
[129] (sup=139.800, per=2358.000, score=0.487)
[566] (sup=117.040, per=2336.000, score=0.487)
[1281] (sup=135.470, per=2355.000, score=0.487)
[2916] (sup=122.990, per=2343.000, score=0.487)
[4081] (sup=87.380, per=2310.000, score=0.487)
[600] (sup=117.800, per=2343.000, score=0.487)
[2376] (sup=149.580, per=2382.000, score=0.487)
[927] (sup=123.860, per=2357.000, score=0.487)
[3022] (sup=103.220, per=2341.000, score=0.487)
[769] (sup=171.850, per=2410.000, score=0.487)
[2597] (sup=135.300, per=2374.000, score=0.487)
[1518] (sup=96.230, per=2335.000, score=0.487)
[535] (sup=162.260, per=2405.000, score=0.487)
[2328] (sup=84.240, per=2328.000, score=0.487)
[3187] (sup=108.050, per=2352.000, score=0.487)
[321] (sup=161.290, per=2406.000, score=0.487)
[5249] (sup=137.990, per=2384.000, score=0.487)
[1270] (sup=134.800, per=2384.000, score=0.487)
[1898] (sup=125.690, per=2375.000, score=0.487)
[2857] (sup=138.740, per=2389.000, score=0.487)
[1015] (sup=127.470, per=2378.000, score=0.487)
[1698] (sup=99.160, per=2354.000, score=0.487)
[78] (sup=122.610, per=2380.000, score=0.487)
[1005] (sup=555.480, per=2814.000, score=0.487)
[185] (sup=94.190, per=2353.000, score=0.487)
[445] (sup=88.900, per=2357.000, score=0.487)
[99] (sup=118.190, per=2390.000, score=0.487)
[1805] (sup=125.510, per=2399.000, score=0.487)
[866] (sup=316.420, per=2592.000, score=0.487)
[1024] (sup=101.110, per=2382.000, score=0.487)
[2070] (sup=80.020, per=2366.000, score=0.487)
[3536] (sup=102.450, per=2389.000, score=0.487)
[3344] (sup=95.580, per=2395.000, score=0.487)
[2724] (sup=125.130, per=2425.000, score=0.487)
[567] (sup=106.220, per=2409.000, score=0.487)
[177] (sup=204.410, per=2508.000, score=0.487)
[624] (sup=264.310, per=2569.000, score=0.487)
[2670] (sup=85.590, per=2399.000, score=0.487)
[369] (sup=90.900, per=2407.000, score=0.487)
[564] (sup=135.820, per=2455.000, score=0.487)
[1931] (sup=191.910, per=2517.000, score=0.487)
[5052] (sup=186.320, per=2513.000, score=0.487)
[2054] (sup=128.150, per=2467.000, score=0.487)
[260] (sup=339.690, per=2688.000, score=0.487)
[5165] (sup=69.820, per=2422.000, score=0.487)
[2298] (sup=78.310, per=2431.000, score=0.487)
[54] (sup=253.740, per=2609.000, score=0.487)
[117] (sup=126.400, per=2487.000, score=0.487)
[1816] (sup=116.520, per=2482.000, score=0.487)
[443] (sup=108.140, per=2474.000, score=0.487)
[4976] (sup=101.480, per=2472.000, score=0.487)
[5359] (sup=105.390, per=2476.000, score=0.487)
[765] (sup=134.980, per=2508.000, score=0.487)
[1653] (sup=122.990, per=2500.000, score=0.487)
[19] (sup=449.550, per=2827.000, score=0.487)
[2470] (sup=92.630, per=2474.000, score=0.486)
[917] (sup=260.400, per=2651.000, score=0.486)
[1167] (sup=87.870, per=2482.000, score=0.486)
[1678] (sup=248.430, per=2643.000, score=0.486)
[3068] (sup=80.560, per=2479.000, score=0.486)
[4311] (sup=86.330, per=2490.000, score=0.486)
[4394] (sup=167.380, per=2576.000, score=0.486)
[1091] (sup=71.410, per=2485.000, score=0.486)
[637] (sup=93.650, per=2508.000, score=0.486)
[1679] (sup=107.350, per=2530.000, score=0.486)
[990] (sup=151.160, per=2577.000, score=0.486)
[2407] (sup=129.020, per=2559.000, score=0.486)
[4732] (sup=73.910, per=2509.000, score=0.486)
[45] (sup=104.250, per=2540.000, score=0.486)
[4202] (sup=107.900, per=2545.000, score=0.486)
[3552] (sup=92.600, per=2530.000, score=0.486)
[3965] (sup=161.620, per=2600.000, score=0.486)
[2747] (sup=108.220, per=2551.000, score=0.486)
[448] (sup=111.860, per=2558.000, score=0.486)
[2806] (sup=107.170, per=2557.000, score=0.486)
[897] (sup=117.260, per=2572.000, score=0.486)
[2496] (sup=161.440, per=2617.000, score=0.486)
[4283] (sup=76.220, per=2538.000, score=0.486)
[756] (sup=101.320, per=2569.000, score=0.486)
[940] (sup=98.680, per=2567.000, score=0.486)
[11] (sup=373.010, per=2842.000, score=0.486)
[1028] (sup=177.100, per=2647.000, score=0.486)
[526] (sup=115.980, per=2590.000, score=0.486)
[468] (sup=93.950, per=2568.000, score=0.486)
[1900] (sup=129.720, per=2605.000, score=0.486)
[5329] (sup=79.570, per=2556.000, score=0.486)
[3684] (sup=120.550, per=2604.000, score=0.486)
[3172] (sup=78.930, per=2564.000, score=0.486)
[1597] (sup=84.740, per=2577.000, score=0.486)
[5406] (sup=144.470, per=2641.000, score=0.486)
[2395] (sup=109.890, per=2607.000, score=0.486)
[613] (sup=133.310, per=2633.000, score=0.486)
[1963] (sup=76.120, per=2577.000, score=0.486)
[2992] (sup=188.580, per=2693.000, score=0.486)
[2989] (sup=121.880, per=2627.000, score=0.486)
[97] (sup=176.920, per=2683.000, score=0.486)
[2472] (sup=94.050, per=2604.000, score=0.486)
[1504] (sup=87.770, per=2608.000, score=0.486)
[556] (sup=107.210, per=2630.000, score=0.486)
[3459] (sup=72.600, per=2598.000, score=0.486)
[2390] (sup=105.250, per=2631.000, score=0.486)
[2104] (sup=117.260, per=2645.000, score=0.486)
[2277] (sup=128.050, per=2656.000, score=0.486)
[44] (sup=111.090, per=2645.000, score=0.486)
[1476] (sup=57.780, per=2592.000, score=0.486)
[2772] (sup=79.230, per=2614.000, score=0.486)
[5290] (sup=88.280, per=2626.000, score=0.486)
[768] (sup=124.930, per=2668.000, score=0.486)
[1166] (sup=72.180, per=2617.000, score=0.486)
[13] (sup=197.640, per=2743.000, score=0.486)
[52] (sup=92.970, per=2639.000, score=0.486)
[3292] (sup=117.450, per=2671.000, score=0.486)
[4279] (sup=67.890, per=2622.000, score=0.486)
[2562] (sup=123.550, per=2678.000, score=0.486)
[1906] (sup=92.390, per=2656.000, score=0.485)
[2066] (sup=175.460, per=2744.000, score=0.485)
[709] (sup=127.980, per=2704.000, score=0.485)
[2966] (sup=143.420, per=2720.000, score=0.485)
[588] (sup=131.120, per=2712.000, score=0.485)
[84] (sup=99.930, per=2686.000, score=0.485)
[67] (sup=167.040, per=2754.000, score=0.485)
[3320] (sup=107.200, per=2699.000, score=0.485)
[23] (sup=103.070, per=2695.000, score=0.485)
[2215] (sup=72.960, per=2666.000, score=0.485)
[2013] (sup=72.110, per=2667.000, score=0.485)
[352] (sup=209.930, per=2805.000, score=0.485)
[4631] (sup=121.340, per=2718.000, score=0.485)
[2622] (sup=107.620, per=2707.000, score=0.485)
[3905] (sup=173.490, per=2773.000, score=0.485)
[5128] (sup=86.110, per=2688.000, score=0.485)
[1396] (sup=117.630, per=2720.000, score=0.485)
[4343] (sup=93.540, per=2702.000, score=0.485)
[487] (sup=119.240, per=2734.000, score=0.485)
[992] (sup=82.990, per=2698.000, score=0.485)
[2862] (sup=90.530, per=2712.000, score=0.485)
[290] (sup=91.530, per=2715.000, score=0.485)
[286] (sup=138.830, per=2767.000, score=0.485)
[1082] (sup=167.090, per=2796.000, score=0.485)
[716] (sup=192.300, per=2825.000, score=0.485)
[423] (sup=74.320, per=2708.000, score=0.485)
[2664] (sup=107.930, per=2747.000, score=0.485)
[1186] (sup=164.120, per=2806.000, score=0.485)
[4001] (sup=63.240, per=2706.000, score=0.485)
[1193] (sup=97.980, per=2743.000, score=0.485)
[206] (sup=133.410, per=2779.000, score=0.485)
[3413] (sup=106.890, per=2754.000, score=0.485)
[424] (sup=147.810, per=2798.000, score=0.485)
[2403] (sup=83.080, per=2734.000, score=0.485)
[1988] (sup=241.330, per=2897.000, score=0.485)
[2052] (sup=243.290, per=2899.000, score=0.485)
[928] (sup=162.760, per=2819.000, score=0.485)
[754] (sup=128.340, per=2785.000, score=0.485)
[1381] (sup=107.410, per=2765.000, score=0.485)
[5161] (sup=73.540, per=2736.000, score=0.485)
[806] (sup=137.320, per=2800.000, score=0.485)
[4842] (sup=59.880, per=2729.000, score=0.485)
[665] (sup=364.780, per=3034.000, score=0.485)
[3190] (sup=126.720, per=2799.000, score=0.485)
[985] (sup=167.570, per=2847.000, score=0.485)
[3316] (sup=132.100, per=2814.000, score=0.485)
[3186] (sup=98.720, per=2781.000, score=0.485)
[945] (sup=68.300, per=2751.000, score=0.485)
[1745] (sup=117.030, per=2801.000, score=0.485)
[1027] (sup=123.000, per=2808.000, score=0.485)
[343] (sup=166.810, per=2853.000, score=0.485)
[3317] (sup=145.610, per=2835.000, score=0.485)
[441] (sup=113.140, per=2803.000, score=0.485)
[2027] (sup=86.010, per=2777.000, score=0.485)
[2631] (sup=70.750, per=2769.000, score=0.485)
[1842] (sup=69.040, per=2768.000, score=0.485)
[61] (sup=760.070, per=3462.000, score=0.485)
[713] (sup=73.380, per=2787.000, score=0.485)
[976] (sup=55.200, per=2772.000, score=0.485)
[2345] (sup=138.500, per=2856.000, score=0.485)
[4208] (sup=151.280, per=2869.000, score=0.485)
[1185] (sup=95.530, per=2814.000, score=0.485)
[2895] (sup=169.380, per=2890.000, score=0.485)
[490] (sup=132.780, per=2856.000, score=0.485)
[427] (sup=249.150, per=2977.000, score=0.485)
[403] (sup=109.360, per=2839.000, score=0.485)
[1025] (sup=57.550, per=2788.000, score=0.485)
[2624] (sup=69.330, per=2801.000, score=0.485)
[3056] (sup=101.850, per=2838.000, score=0.484)
[3466] (sup=76.280, per=2814.000, score=0.484)
[1251] (sup=60.510, per=2801.000, score=0.484)
[2049] (sup=69.560, per=2813.000, score=0.484)
[1710] (sup=63.760, per=2808.000, score=0.484)
[2871] (sup=74.300, per=2820.000, score=0.484)
[2098] (sup=97.510, per=2845.000, score=0.484)
[2722] (sup=81.220, per=2830.000, score=0.484)
[2116] (sup=191.030, per=2958.000, score=0.484)
[2999] (sup=120.510, per=2890.000, score=0.484)
[1146] (sup=83.090, per=2855.000, score=0.484)
[1434] (sup=102.180, per=2877.000, score=0.484)
[1316] (sup=97.630, per=2874.000, score=0.484)
[1108] (sup=63.820, per=2843.000, score=0.484)
[3511] (sup=173.610, per=2957.000, score=0.484)
[1482] (sup=212.040, per=2998.000, score=0.484)
[2920] (sup=83.380, per=2871.000, score=0.484)
[764] (sup=98.560, per=2890.000, score=0.484)
[2625] (sup=82.360, per=2874.000, score=0.484)
[735] (sup=187.620, per=2986.000, score=0.484)
[383] (sup=108.610, per=2907.000, score=0.484)
[194] (sup=106.120, per=2909.000, score=0.484)
[1528] (sup=119.450, per=2929.000, score=0.484)
[1930] (sup=99.680, per=2910.000, score=0.484)
[3403] (sup=90.370, per=2908.000, score=0.484)
[763] (sup=74.130, per=2893.000, score=0.484)
[2823] (sup=86.130, per=2906.000, score=0.484)
[948] (sup=284.730, per=3105.000, score=0.484)
[1416] (sup=77.380, per=2902.000, score=0.484)
[4941] (sup=115.280, per=2941.000, score=0.484)
[3743] (sup=88.240, per=2914.000, score=0.484)
[522] (sup=61.810, per=2891.000, score=0.484)
[1081] (sup=142.610, per=2972.000, score=0.484)
[3763] (sup=83.800, per=2914.000, score=0.484)
[1319] (sup=127.040, per=2962.000, score=0.484)
[4384] (sup=77.240, per=2915.000, score=0.484)
[1997] (sup=117.040, per=2956.000, score=0.484)
[2998] (sup=128.820, per=2970.000, score=0.484)
[3597] (sup=61.370, per=2906.000, score=0.484)
[640] (sup=100.450, per=2947.000, score=0.484)
[3273] (sup=86.040, per=2939.000, score=0.484)
[685] (sup=132.320, per=2986.000, score=0.484)
[2855] (sup=78.130, per=2932.000, score=0.484)
[1333] (sup=125.350, per=2981.000, score=0.484)
[651] (sup=110.320, per=2966.000, score=0.484)
[2260] (sup=135.860, per=2994.000, score=0.484)
[249] (sup=200.420, per=3060.000, score=0.484)
