[369] (sup=3928.850, per=113.000, score=0.519)
[914] (sup=975.160, per=362.000, score=0.503)
[193] (sup=1004.270, per=394.000, score=0.503)
[621] (sup=1036.280, per=428.000, score=0.503)
[898] (sup=957.190, per=349.000, score=0.503)
[53] (sup=992.890, per=385.000, score=0.503)
[842] (sup=961.440, per=360.000, score=0.503)
[333] (sup=927.370, per=333.000, score=0.503)
[707] (sup=960.430, per=368.000, score=0.503)
[441] (sup=957.750, per=375.000, score=0.503)
[91] (sup=940.080, per=370.000, score=0.503)
[659] (sup=926.470, per=365.000, score=0.503)
[211] (sup=999.960, per=443.000, score=0.503)
[215] (sup=937.060, per=385.000, score=0.503)
[936] (sup=881.530, per=332.000, score=0.503)
[775] (sup=1041.680, per=494.000, score=0.503)
[854] (sup=916.800, per=384.000, score=0.503)
[228] (sup=892.400, per=373.000, score=0.503)
[428] (sup=922.950, per=405.000, score=0.503)
[56] (sup=990.950, per=481.000, score=0.503)
[101] (sup=885.540, per=376.000, score=0.503)
[764] (sup=940.810, per=442.000, score=0.502)
[747] (sup=1001.600, per=505.000, score=0.502)
[911] (sup=849.770, per=355.000, score=0.502)
[374] (sup=995.920, per=511.000, score=0.502)
[46] (sup=894.760, per=413.000, score=0.502)
[739] (sup=1054.620, per=579.000, score=0.502)
[985] (sup=858.910, per=384.000, score=0.502)
[36] (sup=993.200, per=523.000, score=0.502)
[18] (sup=869.830, per=401.000, score=0.502)
[291] (sup=919.500, per=454.000, score=0.502)
[801] (sup=964.080, per=500.000, score=0.502)
[968] (sup=851.340, per=390.000, score=0.502)
[674] (sup=842.570, per=382.000, score=0.502)
[606] (sup=831.750, per=375.000, score=0.502)
[888] (sup=837.480, per=383.000, score=0.502)
[111] (sup=900.010, per=460.000, score=0.502)
[933] (sup=891.390, per=453.000, score=0.502)
[983] (sup=799.460, per=371.000, score=0.502)
[705] (sup=901.110, per=476.000, score=0.502)
[404] (sup=851.730, per=435.000, score=0.502)
[815] (sup=851.010, per=435.000, score=0.502)
[976] (sup=898.130, per=484.000, score=0.502)
[116] (sup=881.660, per=470.000, score=0.502)
[924] (sup=863.590, per=464.000, score=0.502)
[578] (sup=852.020, per=453.000, score=0.502)
[806] (sup=916.000, per=520.000, score=0.502)
[352] (sup=810.250, per=416.000, score=0.502)
[44] (sup=872.840, per=487.000, score=0.502)
[770] (sup=846.310, per=469.000, score=0.502)
[32] (sup=832.240, per=458.000, score=0.502)
[535] (sup=759.510, per=390.000, score=0.502)
[581] (sup=832.500, per=466.000, score=0.502)
[640] (sup=796.920, per=431.000, score=0.502)
[86] (sup=787.150, per=433.000, score=0.502)
[766] (sup=860.910, per=514.000, score=0.502)
[130] (sup=771.930, per=427.000, score=0.502)
[169] (sup=771.400, per=430.000, score=0.502)
[573] (sup=789.150, per=450.000, score=0.502)
[737] (sup=721.280, per=383.000, score=0.502)
[487] (sup=764.700, per=427.000, score=0.502)
[69] (sup=808.060, per=475.000, score=0.502)
[736] (sup=848.490, per=520.000, score=0.502)
[327] (sup=749.990, per=422.000, score=0.502)
[517] (sup=773.320, per=453.000, score=0.502)
[813] (sup=758.290, per=461.000, score=0.501)
[386] (sup=829.610, per=534.000, score=0.501)
[953] (sup=789.560, per=494.000, score=0.501)
[624] (sup=928.180, per=640.000, score=0.501)
[406] (sup=770.220, per=486.000, score=0.501)
[847] (sup=726.350, per=443.000, score=0.501)
[885] (sup=854.690, per=572.000, score=0.501)
[449] (sup=681.230, per=404.000, score=0.501)
[425] (sup=729.600, per=454.000, score=0.501)
[131] (sup=857.120, per=586.000, score=0.501)
[462] (sup=739.460, per=472.000, score=0.501)
[595] (sup=747.150, per=483.000, score=0.501)
[951] (sup=737.450, per=474.000, score=0.501)
[199] (sup=735.300, per=474.000, score=0.501)
[144] (sup=714.500, per=460.000, score=0.501)
[186] (sup=771.050, per=518.000, score=0.501)
[741] (sup=798.690, per=552.000, score=0.501)
[631] (sup=742.180, per=496.000, score=0.501)
[835] (sup=668.160, per=426.000, score=0.501)
[612] (sup=742.900, per=501.000, score=0.501)
[996] (sup=765.090, per=526.000, score=0.501)
[52] (sup=783.790, per=545.000, score=0.501)
[2] (sup=749.900, per=513.000, score=0.501)
[241] (sup=696.240, per=461.000, score=0.501)
[98] (sup=735.100, per=501.000, score=0.501)
[816] (sup=666.500, per=441.000, score=0.501)
[619] (sup=676.280, per=451.000, score=0.501)
[276] (sup=833.520, per=609.000, score=0.501)
[821] (sup=750.900, per=529.000, score=0.501)
[858] (sup=787.740, per=566.000, score=0.501)
[26] (sup=686.130, per=472.000, score=0.501)
[34] (sup=741.730, per=530.000, score=0.501)
[982] (sup=770.250, per=561.000, score=0.501)
[470] (sup=750.950, per=546.000, score=0.501)
[688] (sup=863.270, per=660.000, score=0.501)
[965] (sup=745.910, per=543.000, score=0.501)
[295] (sup=718.860, per=517.000, score=0.501)
[344] (sup=784.450, per=583.000, score=0.501)
[891] (sup=722.290, per=523.000, score=0.501)
[687] (sup=753.230, per=557.000, score=0.501)
[497] (sup=702.930, per=507.000, score=0.501)
[708] (sup=679.420, per=484.000, score=0.501)
[679] (sup=644.160, per=451.000, score=0.501)
[642] (sup=744.960, per=563.000, score=0.501)
[11] (sup=691.880, per=518.000, score=0.501)
[260] (sup=747.060, per=575.000, score=0.501)
[310] (sup=647.200, per=478.000, score=0.501)
[235] (sup=709.220, per=541.000, score=0.501)
[522] (sup=806.700, per=642.000, score=0.501)
[311] (sup=710.590, per=547.000, score=0.501)
[163] (sup=749.390, per=589.000, score=0.501)
[266] (sup=663.270, per=503.000, score=0.501)
[964] (sup=660.250, per=502.000, score=0.501)
[584] (sup=704.810, per=549.000, score=0.501)
[750] (sup=650.680, per=507.000, score=0.501)
[148] (sup=696.670, per=554.000, score=0.501)
[514] (sup=664.870, per=523.000, score=0.501)
[5] (sup=687.450, per=550.000, score=0.501)
[29] (sup=724.690, per=593.000, score=0.501)
[59] (sup=656.010, per=532.000, score=0.501)
[868] (sup=769.430, per=646.000, score=0.501)
[820] (sup=630.000, per=508.000, score=0.501)
[990] (sup=651.300, per=540.000, score=0.501)
[528] (sup=607.950, per=497.000, score=0.501)
[105] (sup=563.140, per=454.000, score=0.501)
[336] (sup=661.440, per=554.000, score=0.501)
[666] (sup=633.640, per=535.000, score=0.500)
[198] (sup=617.910, per=525.000, score=0.500)
[541] (sup=655.280, per=571.000, score=0.500)
[320] (sup=680.080, per=598.000, score=0.500)
[793] (sup=673.700, per=595.000, score=0.500)
[349] (sup=626.110, per=550.000, score=0.500)
[950] (sup=708.270, per=642.000, score=0.500)
[155] (sup=721.270, per=657.000, score=0.500)
[575] (sup=666.500, per=603.000, score=0.500)
[592] (sup=615.610, per=554.000, score=0.500)
[208] (sup=597.740, per=537.000, score=0.500)
[209] (sup=743.400, per=685.000, score=0.500)
[719] (sup=618.170, per=563.000, score=0.500)
[516] (sup=594.630, per=543.000, score=0.500)
[900] (sup=627.610, per=584.000, score=0.500)
[579] (sup=641.470, per=598.000, score=0.500)
[182] (sup=623.340, per=580.000, score=0.500)
[844] (sup=618.150, per=578.000, score=0.500)
[601] (sup=601.410, per=562.000, score=0.500)
[861] (sup=614.160, per=594.000, score=0.500)
[979] (sup=588.050, per=571.000, score=0.500)
[424] (sup=705.780, per=692.000, score=0.500)
[505] (sup=659.140, per=646.000, score=0.500)
[913] (sup=514.890, per=504.000, score=0.500)
[551] (sup=612.550, per=610.000, score=0.500)
[947] (sup=682.250, per=684.000, score=0.500)
[785] (sup=641.200, per=646.000, score=0.500)
[430] (sup=524.620, per=532.000, score=0.500)
[907] (sup=711.550, per=719.000, score=0.500)
[323] (sup=566.940, per=575.000, score=0.500)
[309] (sup=703.660, per=712.000, score=0.500)
[337] (sup=530.550, per=546.000, score=0.500)
[518] (sup=611.840, per=629.000, score=0.500)
[629] (sup=535.280, per=558.000, score=0.500)
[860] (sup=602.930, per=627.000, score=0.500)
[42] (sup=664.940, per=690.000, score=0.500)
[811] (sup=633.950, per=661.000, score=0.500)
[378] (sup=579.740, per=611.000, score=0.500)
[531] (sup=610.630, per=650.000, score=0.500)
[574] (sup=623.710, per=669.000, score=0.500)
[652] (sup=651.190, per=697.000, score=0.500)
[689] (sup=559.970, per=608.000, score=0.500)
[395] (sup=596.670, per=650.000, score=0.500)
[734] (sup=573.360, per=628.000, score=0.500)
[423] (sup=630.120, per=685.000, score=0.500)
[942] (sup=570.790, per=626.000, score=0.500)
[709] (sup=528.440, per=585.000, score=0.500)
[362] (sup=537.230, per=595.000, score=0.500)
[633] (sup=532.340, per=595.000, score=0.500)
[555] (sup=565.020, per=629.000, score=0.500)
[95] (sup=601.140, per=677.000, score=0.500)
[202] (sup=517.230, per=600.000, score=0.500)
[989] (sup=585.140, per=670.000, score=0.500)
[743] (sup=480.150, per=569.000, score=0.500)
[164] (sup=631.540, per=721.000, score=0.500)
[702] (sup=637.800, per=728.000, score=0.500)
[379] (sup=588.980, per=680.000, score=0.500)
[358] (sup=566.330, per=659.000, score=0.500)
[993] (sup=554.280, per=651.000, score=0.500)
[805] (sup=660.820, per=759.000, score=0.500)
[901] (sup=576.780, per=680.000, score=0.499)
[923] (sup=502.130, per=622.000, score=0.499)
[717] (sup=569.270, per=690.000, score=0.499)
[992] (sup=618.790, per=741.000, score=0.499)
[577] (sup=668.320, per=798.000, score=0.499)
[564] (sup=554.760, per=690.000, score=0.499)
[126] (sup=641.070, per=778.000, score=0.499)
[568] (sup=561.990, per=701.000, score=0.499)
[158] (sup=571.460, per=711.000, score=0.499)
[433] (sup=508.690, per=656.000, score=0.499)
[791] (sup=542.690, per=690.000, score=0.499)
[415] (sup=588.650, per=738.000, score=0.499)
[824] (sup=527.120, per=677.000, score=0.499)
[949] (sup=576.820, per=736.000, score=0.499)
[123] (sup=532.910, per=693.000, score=0.499)
[929] (sup=522.420, per=683.000, score=0.499)
[501] (sup=719.030, per=882.000, score=0.499)
[127] (sup=549.070, per=719.000, score=0.499)
[981] (sup=461.030, per=633.000, score=0.499)
[356] (sup=478.400, per=654.000, score=0.499)
[547] (sup=538.420, per=722.000, score=0.499)
[38] (sup=629.240, per=817.000, score=0.499)
[711] (sup=504.330, per=693.000, score=0.499)
[259] (sup=502.110, per=692.000, score=0.499)
[106] (sup=539.000, per=729.000, score=0.499)
[6] (sup=546.880, per=740.000, score=0.499)
[194] (sup=446.820, per=642.000, score=0.499)
[609] (sup=493.130, per=689.000, score=0.499)
[459] (sup=555.170, per=752.000, score=0.499)
[491] (sup=532.120, per=748.000, score=0.499)
[112] (sup=566.670, per=784.000, score=0.499)
[625] (sup=452.600, per=676.000, score=0.499)
[326] (sup=503.710, per=732.000, score=0.499)
[278] (sup=497.730, per=728.000, score=0.499)
[45] (sup=451.260, per=683.000, score=0.499)
[839] (sup=475.680, per=708.000, score=0.499)
[389] (sup=476.560, per=715.000, score=0.499)
[171] (sup=603.430, per=848.000, score=0.499)
[172] (sup=546.220, per=792.000, score=0.499)
[627] (sup=424.850, per=671.000, score=0.499)
[81] (sup=413.650, per=662.000, score=0.499)
[832] (sup=426.490, per=676.000, score=0.499)
[512] (sup=494.210, per=748.000, score=0.499)
[485] (sup=492.140, per=746.000, score=0.499)
[469] (sup=551.870, per=813.000, score=0.499)
[508] (sup=492.580, per=757.000, score=0.499)
[802] (sup=432.550, per=703.000, score=0.499)
[267] (sup=516.050, per=788.000, score=0.499)
[786] (sup=472.480, per=746.000, score=0.499)
[109] (sup=474.290, per=751.000, score=0.499)
[67] (sup=428.900, per=707.000, score=0.499)
[330] (sup=483.630, per=766.000, score=0.499)
[348] (sup=455.320, per=744.000, score=0.499)
[159] (sup=441.200, per=730.000, score=0.499)
[482] (sup=439.310, per=750.000, score=0.498)
[944] (sup=404.180, per=716.000, score=0.498)
[315] (sup=425.450, per=739.000, score=0.498)
[650] (sup=645.210, per=959.000, score=0.498)
[660] (sup=413.350, per=729.000, score=0.498)
[519] (sup=376.900, per=696.000, score=0.498)
[429] (sup=501.550, per=833.000, score=0.498)
[630] (sup=440.380, per=772.000, score=0.498)
[706] (sup=437.780, per=771.000, score=0.498)
[97] (sup=479.600, per=813.000, score=0.498)
[416] (sup=451.870, per=786.000, score=0.498)
[569] (sup=486.530, per=831.000, score=0.498)
[19] (sup=411.150, per=757.000, score=0.498)
[448] (sup=421.300, per=775.000, score=0.498)
[545] (sup=391.580, per=747.000, score=0.498)
[225] (sup=451.170, per=813.000, score=0.498)
[319] (sup=403.880, per=767.000, score=0.498)
[760] (sup=403.980, per=768.000, score=0.498)
[643] (sup=413.690, per=778.000, score=0.498)
[831] (sup=437.830, per=806.000, score=0.498)
[396] (sup=492.400, per=861.000, score=0.498)
[96] (sup=425.320, per=795.000, score=0.498)
[353] (sup=443.460, per=814.000, score=0.498)
[559] (sup=469.790, per=846.000, score=0.498)
[859] (sup=441.400, per=820.000, score=0.498)
[253] (sup=397.080, per=780.000, score=0.498)
[204] (sup=417.460, per=802.000, score=0.498)
[418] (sup=483.080, per=869.000, score=0.498)
[213] (sup=390.160, per=782.000, score=0.498)
[856] (sup=465.140, per=864.000, score=0.498)
[746] (sup=465.480, per=869.000, score=0.498)
[586] (sup=444.550, per=851.000, score=0.498)
[763] (sup=392.470, per=799.000, score=0.498)
[299] (sup=394.750, per=803.000, score=0.498)
[641] (sup=474.570, per=885.000, score=0.498)
[305] (sup=401.950, per=814.000, score=0.498)
[346] (sup=404.000, per=818.000, score=0.498)
[407] (sup=394.080, per=818.000, score=0.498)
[8] (sup=490.570, per=915.000, score=0.498)
[115] (sup=401.450, per=827.000, score=0.498)
[724] (sup=416.800, per=848.000, score=0.498)
[174] (sup=541.000, per=985.000, score=0.498)
[506] (sup=404.910, per=854.000, score=0.498)
[843] (sup=363.640, per=813.000, score=0.498)
[475] (sup=415.050, per=866.000, score=0.498)
[257] (sup=401.400, per=853.000, score=0.498)
[880] (sup=414.850, per=869.000, score=0.498)
[690] (sup=407.870, per=863.000, score=0.498)
[713] (sup=419.890, per=882.000, score=0.498)
[242] (sup=388.140, per=863.000, score=0.498)
[465] (sup=414.490, per=892.000, score=0.498)
[422] (sup=326.080, per=808.000, score=0.498)
[500] (sup=375.170, per=861.000, score=0.498)
[263] (sup=333.340, per=826.000, score=0.498)
[457] (sup=405.890, per=899.000, score=0.498)
[836] (sup=365.960, per=861.000, score=0.498)
[367] (sup=510.200, per=1013.000, score=0.497)
[269] (sup=437.460, per=941.000, score=0.497)
[216] (sup=380.430, per=886.000, score=0.497)
[493] (sup=330.810, per=837.000, score=0.497)
[340] (sup=346.540, per=871.000, score=0.497)
[970] (sup=423.060, per=949.000, score=0.497)
[165] (sup=380.170, per=914.000, score=0.497)
[264] (sup=326.630, per=864.000, score=0.497)
[712] (sup=360.850, per=906.000, score=0.497)
[691] (sup=385.320, per=931.000, score=0.497)
[838] (sup=310.640, per=860.000, score=0.497)
[761] (sup=356.200, per=906.000, score=0.497)
[384] (sup=346.110, per=897.000, score=0.497)
[939] (sup=394.680, per=948.000, score=0.497)
[188] (sup=382.770, per=948.000, score=0.497)
[119] (sup=446.150, per=1019.000, score=0.497)
[591] (sup=404.180, per=986.000, score=0.497)
[140] (sup=335.340, per=921.000, score=0.497)
[322] (sup=335.660, per=925.000, score=0.497)
[634] (sup=389.850, per=980.000, score=0.497)
[227] (sup=330.180, per=923.000, score=0.497)
[273] (sup=345.250, per=945.000, score=0.497)
[195] (sup=268.550, per=870.000, score=0.497)
[173] (sup=322.550, per=928.000, score=0.497)
[83] (sup=329.920, per=936.000, score=0.497)
[161] (sup=498.290, per=1109.000, score=0.497)
[596] (sup=409.930, per=1030.000, score=0.497)
[534] (sup=372.370, per=999.000, score=0.497)
[494] (sup=297.140, per=924.000, score=0.497)
[54] (sup=273.620, per=902.000, score=0.497)
[189] (sup=322.520, per=953.000, score=0.497)
[623] (sup=421.610, per=1054.000, score=0.497)
[409] (sup=304.270, per=940.000, score=0.497)
[853] (sup=271.960, per=941.000, score=0.497)
[321] (sup=270.480, per=944.000, score=0.497)
[410] (sup=337.680, per=1015.000, score=0.497)
[661] (sup=302.270, per=980.000, score=0.497)
[825] (sup=276.440, per=957.000, score=0.497)
[673] (sup=373.550, per=1056.000, score=0.497)
[16] (sup=232.160, per=922.000, score=0.497)
[840] (sup=417.080, per=1124.000, score=0.496)
[714] (sup=355.190, per=1074.000, score=0.496)
[221] (sup=352.050, per=1071.000, score=0.496)
[3] (sup=333.330, per=1053.000, score=0.496)
[926] (sup=328.690, per=1052.000, score=0.496)
[904] (sup=348.800, per=1073.000, score=0.496)
[710] (sup=339.500, per=1065.000, score=0.496)
[168] (sup=315.070, per=1051.000, score=0.496)
[468] (sup=372.050, per=1110.000, score=0.496)
[529] (sup=285.010, per=1041.000, score=0.496)
[795] (sup=305.540, per=1064.000, score=0.496)
[177] (sup=300.950, per=1072.000, score=0.496)
[217] (sup=263.020, per=1037.000, score=0.496)
[317] (sup=297.600, per=1074.000, score=0.496)
[906] (sup=313.820, per=1091.000, score=0.496)
[328] (sup=348.510, per=1133.000, score=0.496)
[526] (sup=326.140, per=1114.000, score=0.496)
[558] (sup=296.440, per=1085.000, score=0.496)
[137] (sup=345.260, per=1134.000, score=0.496)
[834] (sup=330.270, per=1125.000, score=0.496)
[962] (sup=249.340, per=1052.000, score=0.496)
[954] (sup=263.130, per=1068.000, score=0.496)
[334] (sup=239.910, per=1047.000, score=0.496)
[191] (sup=262.110, per=1075.000, score=0.496)
[437] (sup=299.200, per=1115.000, score=0.496)
[1] (sup=286.260, per=1104.000, score=0.496)
[731] (sup=290.390, per=1114.000, score=0.496)
[156] (sup=349.900, per=1181.000, score=0.496)
[877] (sup=251.570, per=1085.000, score=0.496)
[408] (sup=317.760, per=1156.000, score=0.496)
[829] (sup=270.130, per=1111.000, score=0.496)
[946] (sup=251.270, per=1096.000, score=0.496)
[99] (sup=244.870, per=1095.000, score=0.496)
[897] (sup=256.620, per=1113.000, score=0.496)
[175] (sup=280.600, per=1140.000, score=0.496)
[128] (sup=247.430, per=1107.000, score=0.496)
[329] (sup=326.650, per=1191.000, score=0.496)
[250] (sup=303.980, per=1170.000, score=0.496)
[733] (sup=415.000, per=1282.000, score=0.496)
[912] (sup=295.200, per=1173.000, score=0.496)
[732] (sup=271.390, per=1153.000, score=0.496)
[300] (sup=268.300, per=1159.000, score=0.496)
[846] (sup=287.830, per=1193.000, score=0.495)
[704] (sup=277.110, per=1189.000, score=0.495)
[301] (sup=306.440, per=1221.000, score=0.495)
[513] (sup=297.040, per=1214.000, score=0.495)
[27] (sup=260.690, per=1179.000, score=0.495)
[720] (sup=329.640, per=1253.000, score=0.495)
[370] (sup=298.040, per=1228.000, score=0.495)
[784] (sup=236.700, per=1170.000, score=0.495)
[4] (sup=265.870, per=1205.000, score=0.495)
[479] (sup=258.870, per=1202.000, score=0.495)
[413] (sup=260.370, per=1204.000, score=0.495)
[603] (sup=239.660, per=1184.000, score=0.495)
[605] (sup=228.470, per=1175.000, score=0.495)
[118] (sup=364.230, per=1323.000, score=0.495)
[563] (sup=243.330, per=1203.000, score=0.495)
[649] (sup=316.710, per=1279.000, score=0.495)
[343] (sup=207.690, per=1170.000, score=0.495)
[646] (sup=298.660, per=1262.000, score=0.495)
[566] (sup=328.180, per=1299.000, score=0.495)
[617] (sup=283.100, per=1257.000, score=0.495)
[431] (sup=286.490, per=1261.000, score=0.495)
[935] (sup=254.370, per=1229.000, score=0.495)
[308] (sup=353.780, per=1330.000, score=0.495)
[910] (sup=276.600, per=1253.000, score=0.495)
[444] (sup=205.870, per=1185.000, score=0.495)
[460] (sup=227.230, per=1212.000, score=0.495)
[852] (sup=293.060, per=1280.000, score=0.495)
[372] (sup=204.480, per=1192.000, score=0.495)
[905] (sup=202.990, per=1191.000, score=0.495)
[47] (sup=268.360, per=1262.000, score=0.495)
[316] (sup=269.160, per=1265.000, score=0.495)
[692] (sup=205.530, per=1221.000, score=0.495)
[921] (sup=231.300, per=1252.000, score=0.495)
[869] (sup=254.210, per=1275.000, score=0.495)
[142] (sup=234.470, per=1258.000, score=0.495)
[611] (sup=232.660, per=1263.000, score=0.495)
[143] (sup=218.330, per=1258.000, score=0.495)
[454] (sup=218.210, per=1260.000, score=0.495)
[515] (sup=216.030, per=1278.000, score=0.495)
