[1012] (sup=11.050, per=403.000, score=0.453)
[173] (sup=7.830, per=757.000, score=0.410)
[117] (sup=5.610, per=755.000, score=0.410)
[361] (sup=7.400, per=758.000, score=0.409)
[1261] (sup=8.400, per=759.000, score=0.409)
[708] (sup=5.380, per=756.000, score=0.409)
[937] (sup=7.330, per=758.000, score=0.409)
[97] (sup=5.250, per=756.000, score=0.409)
[1149] (sup=5.860, per=758.000, score=0.409)
[677] (sup=4.340, per=757.000, score=0.409)
[307] (sup=9.030, per=762.000, score=0.409)
[1359] (sup=7.800, per=761.000, score=0.409)
[1357] (sup=6.560, per=760.000, score=0.409)
[520] (sup=8.460, per=763.000, score=0.409)
[17] (sup=6.180, per=761.000, score=0.409)
[1119] (sup=6.880, per=762.000, score=0.409)
[1362] (sup=9.990, per=766.000, score=0.409)
[493] (sup=6.840, per=763.000, score=0.409)
[303] (sup=6.760, per=764.000, score=0.409)
[44] (sup=5.210, per=763.000, score=0.409)
[63] (sup=6.670, per=765.000, score=0.409)
[566] (sup=6.120, per=765.000, score=0.408)
[1493] (sup=6.070, per=765.000, score=0.408)
[1468] (sup=7.870, per=767.000, score=0.408)
[876] (sup=5.680, per=765.000, score=0.408)
[519] (sup=7.460, per=767.000, score=0.408)
[319] (sup=2.620, per=763.000, score=0.408)
[1073] (sup=7.040, per=768.000, score=0.408)
[906] (sup=6.980, per=768.000, score=0.408)
[934] (sup=7.770, per=769.000, score=0.408)
[863] (sup=6.300, per=768.000, score=0.408)
[410] (sup=8.140, per=770.000, score=0.408)
[1372] (sup=9.110, per=771.000, score=0.408)
[197] (sup=5.100, per=767.000, score=0.408)
[502] (sup=9.010, per=771.000, score=0.408)
[1077] (sup=5.840, per=768.000, score=0.408)
[1091] (sup=4.640, per=768.000, score=0.408)
[872] (sup=3.260, per=767.000, score=0.408)
[589] (sup=6.790, per=771.000, score=0.408)
[312] (sup=5.670, per=770.000, score=0.408)
[728] (sup=9.210, per=774.000, score=0.408)
[168] (sup=4.870, per=770.000, score=0.408)
[823] (sup=7.700, per=773.000, score=0.408)
[1316] (sup=6.510, per=772.000, score=0.408)
[853] (sup=4.260, per=770.000, score=0.408)
[624] (sup=8.210, per=774.000, score=0.408)
[1375] (sup=5.970, per=772.000, score=0.408)
[418] (sup=6.640, per=774.000, score=0.407)
[813] (sup=10.240, per=778.000, score=0.407)
[1311] (sup=6.610, per=777.000, score=0.407)
[1246] (sup=7.600, per=778.000, score=0.407)
[1049] (sup=6.090, per=777.000, score=0.407)
[572] (sup=6.840, per=778.000, score=0.407)
[725] (sup=7.820, per=779.000, score=0.407)
[602] (sup=9.980, per=782.000, score=0.407)
[1110] (sup=9.600, per=782.000, score=0.407)
[470] (sup=8.550, per=781.000, score=0.407)
[225] (sup=9.530, per=782.000, score=0.407)
[744] (sup=6.460, per=779.000, score=0.407)
[896] (sup=8.040, per=781.000, score=0.407)
[1504] (sup=5.130, per=779.000, score=0.407)
[745] (sup=5.090, per=779.000, score=0.407)
[868] (sup=7.470, per=782.000, score=0.407)
[678] (sup=5.250, per=780.000, score=0.407)
[1380] (sup=9.970, per=785.000, score=0.407)
[179] (sup=10.740, per=786.000, score=0.406)
[659] (sup=7.710, per=783.000, score=0.406)
[713] (sup=6.510, per=782.000, score=0.406)
[1111] (sup=4.910, per=781.000, score=0.406)
[1039] (sup=7.380, per=785.000, score=0.406)
[176] (sup=4.370, per=782.000, score=0.406)
[1328] (sup=7.990, per=786.000, score=0.406)
[1093] (sup=7.820, per=786.000, score=0.406)
[1522] (sup=8.410, per=787.000, score=0.406)
[531] (sup=4.670, per=784.000, score=0.406)
[881] (sup=7.410, per=787.000, score=0.406)
[1070] (sup=8.080, per=788.000, score=0.406)
[1478] (sup=7.420, per=788.000, score=0.406)
[563] (sup=5.290, per=786.000, score=0.406)
[1332] (sup=6.990, per=788.000, score=0.406)
[932] (sup=7.880, per=789.000, score=0.406)
[647] (sup=4.700, per=786.000, score=0.406)
[202] (sup=5.560, per=787.000, score=0.406)
[1103] (sup=7.500, per=789.000, score=0.406)
[1223] (sup=5.480, per=788.000, score=0.406)
[1258] (sup=3.930, per=787.000, score=0.406)
[1233] (sup=4.810, per=788.000, score=0.406)
[139] (sup=5.240, per=789.000, score=0.405)
[819] (sup=6.090, per=790.000, score=0.405)
[1122] (sup=6.830, per=791.000, score=0.405)
[811] (sup=7.910, per=793.000, score=0.405)
[266] (sup=6.890, per=793.000, score=0.405)
[580] (sup=7.320, per=794.000, score=0.405)
[568] (sup=7.800, per=795.000, score=0.405)
[1438] (sup=6.930, per=795.000, score=0.405)
[221] (sup=4.570, per=793.000, score=0.405)
[651] (sup=6.410, per=795.000, score=0.405)
[883] (sup=8.200, per=797.000, score=0.405)
[1322] (sup=4.620, per=795.000, score=0.405)
[136] (sup=6.110, per=798.000, score=0.404)
[1034] (sup=5.050, per=797.000, score=0.404)
[555] (sup=7.420, per=800.000, score=0.404)
[1229] (sup=7.230, per=800.000, score=0.404)
[871] (sup=3.990, per=797.000, score=0.404)
[1002] (sup=7.770, per=801.000, score=0.404)
[449] (sup=6.140, per=800.000, score=0.404)
[780] (sup=6.830, per=801.000, score=0.404)
[236] (sup=9.520, per=804.000, score=0.404)
[31] (sup=6.420, per=801.000, score=0.404)
[512] (sup=6.060, per=801.000, score=0.404)
[1047] (sup=4.850, per=800.000, score=0.404)
[482] (sup=4.680, per=800.000, score=0.404)
[1050] (sup=6.380, per=802.000, score=0.404)
[575] (sup=8.350, per=804.000, score=0.404)
[1253] (sup=7.080, per=803.000, score=0.404)
[137] (sup=6.790, per=803.000, score=0.404)
[958] (sup=7.450, per=804.000, score=0.404)
[251] (sup=5.320, per=802.000, score=0.404)
[730] (sup=9.090, per=806.000, score=0.404)
[1099] (sup=8.000, per=805.000, score=0.404)
[1555] (sup=7.230, per=805.000, score=0.404)
[972] (sup=5.830, per=804.000, score=0.404)
[1005] (sup=4.760, per=804.000, score=0.404)
[485] (sup=5.620, per=805.000, score=0.404)
[650] (sup=9.300, per=809.000, score=0.404)
[8] (sup=5.910, per=806.000, score=0.403)
[753] (sup=9.100, per=810.000, score=0.403)
[940] (sup=6.000, per=809.000, score=0.403)
[40] (sup=5.810, per=809.000, score=0.403)
[1169] (sup=2.480, per=806.000, score=0.403)
[1024] (sup=3.530, per=808.000, score=0.403)
[518] (sup=6.270, per=812.000, score=0.403)
[486] (sup=6.850, per=813.000, score=0.403)
[1014] (sup=4.320, per=811.000, score=0.403)
[260] (sup=10.450, per=818.000, score=0.403)
[736] (sup=6.350, per=814.000, score=0.403)
[167] (sup=6.690, per=815.000, score=0.402)
[180] (sup=5.450, per=815.000, score=0.402)
[108] (sup=6.880, per=817.000, score=0.402)
[181] (sup=5.330, per=816.000, score=0.402)
[209] (sup=6.520, per=818.000, score=0.402)
[1423] (sup=8.520, per=820.000, score=0.402)
[1241] (sup=5.060, per=817.000, score=0.402)
[36] (sup=3.940, per=816.000, score=0.402)
[1195] (sup=5.340, per=818.000, score=0.402)
[640] (sup=6.970, per=820.000, score=0.402)
[1485] (sup=6.370, per=821.000, score=0.402)
[768] (sup=3.910, per=819.000, score=0.402)
[1181] (sup=3.870, per=819.000, score=0.402)
[43] (sup=5.780, per=821.000, score=0.402)
[188] (sup=4.530, per=820.000, score=0.402)
[701] (sup=8.480, per=824.000, score=0.402)
[1312] (sup=5.750, per=822.000, score=0.402)
[1454] (sup=4.730, per=821.000, score=0.402)
[534] (sup=6.230, per=823.000, score=0.401)
[887] (sup=6.000, per=824.000, score=0.401)
[478] (sup=6.870, per=826.000, score=0.401)
[489] (sup=7.430, per=827.000, score=0.401)
[100] (sup=8.280, per=828.000, score=0.401)
[547] (sup=7.250, per=827.000, score=0.401)
[961] (sup=4.860, per=825.000, score=0.401)
[1019] (sup=5.720, per=826.000, score=0.401)
[1083] (sup=5.150, per=826.000, score=0.401)
[1502] (sup=6.730, per=828.000, score=0.401)
[1353] (sup=5.970, per=828.000, score=0.401)
[415] (sup=6.180, per=830.000, score=0.401)
[1267] (sup=7.080, per=831.000, score=0.401)
[1494] (sup=5.060, per=829.000, score=0.401)
[483] (sup=5.040, per=829.000, score=0.401)
[1363] (sup=6.370, per=831.000, score=0.401)
[1410] (sup=5.570, per=831.000, score=0.400)
[548] (sup=6.340, per=832.000, score=0.400)
[583] (sup=5.830, per=832.000, score=0.400)
[1285] (sup=7.080, per=834.000, score=0.400)
[554] (sup=5.290, per=833.000, score=0.400)
[664] (sup=3.280, per=831.000, score=0.400)
[49] (sup=9.980, per=838.000, score=0.400)
[921] (sup=7.300, per=836.000, score=0.400)
[592] (sup=6.260, per=836.000, score=0.400)
[559] (sup=6.080, per=836.000, score=0.400)
[888] (sup=9.850, per=841.000, score=0.400)
[570] (sup=6.110, per=838.000, score=0.400)
[73] (sup=5.210, per=839.000, score=0.399)
[1173] (sup=4.530, per=840.000, score=0.399)
[1310] (sup=5.500, per=841.000, score=0.399)
[207] (sup=6.440, per=842.000, score=0.399)
[246] (sup=10.080, per=846.000, score=0.399)
[487] (sup=7.620, per=844.000, score=0.399)
[1292] (sup=12.500, per=850.000, score=0.399)
[615] (sup=8.350, per=846.000, score=0.399)
[1440] (sup=4.210, per=842.000, score=0.399)
[422] (sup=8.000, per=846.000, score=0.399)
[169] (sup=4.730, per=844.000, score=0.399)
[295] (sup=5.160, per=845.000, score=0.399)
[1130] (sup=8.090, per=848.000, score=0.399)
[289] (sup=4.750, per=845.000, score=0.399)
[956] (sup=4.240, per=845.000, score=0.399)
[1216] (sup=5.740, per=847.000, score=0.399)
[1281] (sup=10.400, per=852.000, score=0.398)
[1336] (sup=7.730, per=852.000, score=0.398)
[944] (sup=7.880, per=853.000, score=0.398)
[1190] (sup=5.800, per=852.000, score=0.398)
[479] (sup=5.590, per=852.000, score=0.398)
[974] (sup=5.360, per=852.000, score=0.398)
[1121] (sup=8.310, per=855.000, score=0.398)
[787] (sup=5.040, per=852.000, score=0.398)
[834] (sup=7.620, per=855.000, score=0.398)
[132] (sup=6.970, per=855.000, score=0.398)
[400] (sup=6.320, per=855.000, score=0.398)
[929] (sup=4.240, per=853.000, score=0.398)
[384] (sup=5.050, per=856.000, score=0.397)
[69] (sup=6.980, per=859.000, score=0.397)
[513] (sup=4.870, per=857.000, score=0.397)
[208] (sup=3.820, per=856.000, score=0.397)
[241] (sup=5.550, per=858.000, score=0.397)
[412] (sup=4.870, per=858.000, score=0.397)
[1174] (sup=5.470, per=859.000, score=0.397)
[965] (sup=5.190, per=860.000, score=0.397)
[986] (sup=5.100, per=860.000, score=0.397)
[94] (sup=7.570, per=863.000, score=0.397)
[1361] (sup=8.210, per=865.000, score=0.397)
[1025] (sup=5.090, per=862.000, score=0.397)
[669] (sup=3.970, per=861.000, score=0.397)
[1549] (sup=5.720, per=863.000, score=0.397)
[1388] (sup=4.670, per=862.000, score=0.397)
[34] (sup=5.060, per=863.000, score=0.397)
[798] (sup=7.530, per=866.000, score=0.396)
[786] (sup=5.280, per=865.000, score=0.396)
[1060] (sup=3.990, per=864.000, score=0.396)
[508] (sup=7.090, per=868.000, score=0.396)
[1136] (sup=7.010, per=868.000, score=0.396)
[625] (sup=9.700, per=871.000, score=0.396)
[595] (sup=6.580, per=869.000, score=0.396)
[1113] (sup=6.210, per=870.000, score=0.396)
[66] (sup=5.180, per=869.000, score=0.396)
[1171] (sup=1.880, per=866.000, score=0.396)
[1309] (sup=5.770, per=870.000, score=0.396)
[679] (sup=4.460, per=869.000, score=0.396)
[1406] (sup=6.930, per=872.000, score=0.396)
[1213] (sup=6.880, per=872.000, score=0.396)
[1416] (sup=7.820, per=873.000, score=0.396)
[935] (sup=4.810, per=870.000, score=0.396)
[1387] (sup=6.700, per=872.000, score=0.396)
[560] (sup=7.490, per=874.000, score=0.395)
[1463] (sup=8.230, per=877.000, score=0.395)
[895] (sup=7.440, per=877.000, score=0.395)
[1436] (sup=7.480, per=878.000, score=0.395)
[192] (sup=6.390, per=877.000, score=0.395)
[1412] (sup=7.250, per=878.000, score=0.395)
[1080] (sup=6.060, per=877.000, score=0.395)
[1424] (sup=3.970, per=875.000, score=0.395)
[709] (sup=5.950, per=877.000, score=0.395)
[1301] (sup=5.890, per=879.000, score=0.395)
[891] (sup=7.270, per=881.000, score=0.395)
[721] (sup=7.970, per=882.000, score=0.395)
[667] (sup=6.840, per=881.000, score=0.395)
[1134] (sup=5.710, per=880.000, score=0.395)
[495] (sup=8.510, per=884.000, score=0.394)
[529] (sup=8.510, per=884.000, score=0.394)
[191] (sup=5.260, per=881.000, score=0.394)
[373] (sup=8.970, per=885.000, score=0.394)
[894] (sup=6.880, per=883.000, score=0.394)
[809] (sup=4.730, per=881.000, score=0.394)
[635] (sup=6.460, per=883.000, score=0.394)
[438] (sup=3.830, per=881.000, score=0.394)
[551] (sup=4.140, per=882.000, score=0.394)
[769] (sup=6.960, per=885.000, score=0.394)
[345] (sup=5.710, per=885.000, score=0.394)
[452] (sup=6.380, per=886.000, score=0.394)
[756] (sup=11.350, per=891.000, score=0.394)
[1520] (sup=7.190, per=887.000, score=0.394)
[1287] (sup=3.630, per=884.000, score=0.394)
[897] (sup=8.420, per=889.000, score=0.394)
[1156] (sup=6.860, per=888.000, score=0.394)
[204] (sup=5.920, per=888.000, score=0.394)
[1288] (sup=6.300, per=889.000, score=0.394)
[569] (sup=5.080, per=888.000, score=0.393)
[1280] (sup=5.700, per=889.000, score=0.393)
[703] (sup=8.990, per=894.000, score=0.393)
[739] (sup=6.780, per=892.000, score=0.393)
[722] (sup=5.510, per=891.000, score=0.393)
[830] (sup=3.490, per=889.000, score=0.393)
[1074] (sup=9.330, per=895.000, score=0.393)
[856] (sup=6.390, per=893.000, score=0.393)
[1342] (sup=7.190, per=894.000, score=0.393)
[472] (sup=5.370, per=893.000, score=0.393)
[85] (sup=6.040, per=894.000, score=0.393)
[12] (sup=6.730, per=895.000, score=0.393)
[336] (sup=6.130, per=895.000, score=0.393)
[133] (sup=5.110, per=894.000, score=0.393)
[1556] (sup=8.790, per=899.000, score=0.393)
[1222] (sup=6.720, per=897.000, score=0.393)
[239] (sup=4.710, per=895.000, score=0.393)
[76] (sup=4.910, per=897.000, score=0.392)
[1381] (sup=5.540, per=898.000, score=0.392)
[807] (sup=5.340, per=898.000, score=0.392)
[70] (sup=2.670, per=896.000, score=0.392)
